idEstablecimiento|nombre_esta|direccion|refen_direccion|telefono_principal|telefono_secun|email|paginaWeb|estimacion|horarios|id
22579|COLONIAS LAS N 6|CALLE LARGA 11-07 Y GENERAL TORRES||72812908||||108|Lunes a sabado de 08:00 a22:00|44788
22580|AMADEO SUNRISE - HOSTAL|CARRETERA C S/N CALLE H|SECTOR CABAPLAN FRENTE AL HOTEL PUNTO VERDE|62467384|992064474|natachami50@hotmail.com||127|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44789
22581|ALEJANDRITA|VIA PRINCIPAL A PAUTE||72203504||MILTON952008@HOTMAIL.COM||164|Lunes a sabado de 08:00 a22:00|44790
22582|JYMMY'S|CALLE VIEJA 11-73 Y ELIA LIUT||2861339||BERTHAJARAMILLO-22@HOTMAIL.COM||165|Lunes a domingo 24 horas|44791
22583|MUCCHA|FEDERICO PROAÑO 3-64 Y HONORATO LOTOLA||74189689||MUCCHAJJB@HOTMAIL.COM||232|Lunes a viernes de 08:00 a 18:00|44792
22584|MUCCHA N. 3|"FELIPE II Y CIRCUNVALACION SUR, C.C. MALL DEL RIO, PLANTA BAJA, ""ISLA"""||72811364||MUCCHAJJE@HOTMAIL.COM||200|Lunes a domingo 24 horas|44793
22585|POMELE|CHALLUABAMBA||4075494|||www.quintapomele.com|227|Lunes a domingo 24 horas|44794
22586|MC CHIKEN|AV.12DE ABRIL Y FLOREANA||2885492||||118|Lunes a domingo 24 horas|44795
22587|TEQUILAZO EL|CARLOS ARIZAGA VEGA E ISAURO RODRIGUEZ||72854295||tequilazo1977@hotmail.com||186|Lunes a Domingo 24 horas|44796
22588|CASA DEL BARRANCO|CALLE LARGA 8-41 LUIS CORDERO|A MEDIA CUADRA DE LAS ESCALINATAS(JUANA DE ORO)|72839763|984938256|casadelbarranco@hotmail.com|www.casadelbarranco.com|232|Lunes a Domingo 24 horas|44797
22589|THE FLAVOR BURGUER|JULIO MATOVELLE Y TAMARIZ||72885572||THEFLAVORBURGUER@HOTMAIL.COM||238|Lunes a Viernes 08h30 a 17h30|44798
22590|HOSTAL CASA LLORET|CARLOS QUINTO 312 ISABEL LA CATÓLICA|FRENTE A LA ESCUELA VELASCO IBARRA||992469266|tania_delgadoambrosi@hotmail.com||139|Lunes a domingo 24 horas|44799
22591|ITALIANA LA|PRESIDENTE CORDOVA 1-25||2832838||||156|Lunes a Viernes 08h30 a 17h30|44800
22592|MONO CHICO|BALTAZARA DE CALDERON 3-14 y MIGUEL HEREDIA||2830276||||122|Lunes a Domingo 24 horas|44801
22593|HANGOVER|AV. REMIGIO CRESPO S/N LATINOAMERICNA|DIAGONAL REDONDEL LOS TETEMS|72869968|995794405|juangq66@yahoo.com||202|Lunes a Domingo 24 horas|44802
22594|PLANETA H CUENCA|Remigio Crespo Toral s/n latinoamericana|Sector los Totems en la Unidad Nacional.|995552455|72869968|jaimeabril1508@hotmail.com||150|Lunes a sabado de 08:00 a22:00|44803
22595|BUM BUM BAR|PRESIDENTE CORDOVA 5-24 Y MARIANO CUEVA||72868675||VIENTO0404@HOTMAIL.ES||224|Lunes a Domingo 24 horas|44804
22596|HOTEL ATAHUALPA|MARISCAL SUCRE 3-50 TOMAS ORDOÑEZ|Centro a dos cuadras del Parque Calderon|998246834||hotelatahualpa@hotmail.com|www.hotelatahualpa.com|196|Lunes a domingo 24 horas|44805
22597|MI PLAYA|AV. ANTONIO GIL S/N MALECON||53017035|982629169|galapagosrelax@gmail.com||178|Lunes a viernes 06:00 a 20:00|44806
22598|HOSTAL EL BELEN|Avenida Jaime Roldos 7-35 y 9 de Octubre|A dos cuadras del Parque central&nbsp|72256671|984179646|marisolcaldas@hotmail.com||165|Lunes a sabado de 08:00 a22:00|44807
22599|POSADA PUMAMAQUI ACCOMMODATIONS|HONORATO VASQUEZ 6-28 HERMANO MIGUEL|A UNA CUADRA DE LA IGLESIA LA MERCED||939272402|stuarthwhite@gmail.com||167|Lunes a sabado de 08:00 a22:00|44808
22600|ALBORADA|JOSÉ JOAQUÍN DE OLMEDO 3-92 AV. ESPAÑA|DETRÁS DEL BANCO DEL AUSTRO||985575757|ivan7471@yahoo.com|www.hotelalboradacuenca.com|243|Lunes a sabado de 08:00 a22:00|44809
22601|NITE|PRESIDENTE CORDOVA 1-1140 Y MANUEL VEGA||||||181|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44810
22602|SKIS|VIA A RICAURTE SECTOR 4 ESQUINAS||||||205|Lunes a sabado de 08:00 a22:00|44811
22603|LOS PICANTES DE AZOGUES||FRENTE A BAN ECUADOR|72243481|969708768|lospicantesdeazogues@gmail.com||128|Lunes a sabado de 08:00 a22:00|44812
22604|COPPELIA|GONZALEZ SUAREZ S/N RAYOLOMA|PATIO DE COMIDAS MONAY SHOPPING|991202915|991202252|susanacardenas1965@gmail.com|www.google.com|179|Lunes a sabado de 08:00 a22:00|44813
22605|COPPELIA|JOSE PERALTA S/N CORNELIO MERCHAN|PATIO DE COMIDAS CENTRO COMERCIAL MILLENIUN&nbsp|991202915|991202252|susanacardenas1965@gmail.com|www.google.com|167|Lunes a sabado de 08:00 a22:00|44814
22606|BUNKER|CULTURA COSANGA Y CULTURA JAMA COAQUE, SECTOR CHALLUABAMBA||990274971||BUNKERCUENCA@YAHOO.COM||181|Lunes a sabado de 08:00 a22:00|44815
22607|COSITAS 10-24|BENIGNO MALO 6-55 PRESIDENTE CORDOVA|CENTRO|72829850|0|silviamarcelar@yahoo.com||239|Lunes a Viernes 08h30 a 17h30|44816
22608|COSITAS 10-24 ASADERO||IGLESIA DE SAN BLAS|72829850|0|silviamarcelar@yahoo.com||148|Lunes a viernes de 08:00 a 18:00|44817
22609|HELADERIA-CAFETERIA EL FLAMINGO|Av la republica Ecuador 0 Guayas|Establecimiento de 3 pisos, frente a frigorificos de carnes AGUILAR, junto a asadero Galpon Criollo.|994226860|963824431|changjose29@gmail.com||184|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44818
22610|OTABE JAPANESE - TEPPANYAKI|VIA SAMBORONDON S/N KM. 1 1/2 - EDIF. SAMBORONDON PLAZA, LOCAL #6||6013404||||187|Lunes a sabado de 08:00 a22:00|44819
22611|CASA DE HUÉSPEDES BELLAVISTA|HERNANDO DE LA CRUZ 3-12 ESTEVEZ DE TORAL|A UNA CUADRA DEL PARQUE DE LAS AMÉRICAS|72842608|996493305|patriciojachero@gmail.com||235|Lunes a sabado de 08:00 a22:00|44820
22612|MADERO TANGO|VIA PRINCIPAL A CHIQUINTAD, SECTOR SAN ANDRES||995842307||eventosmaderotango@gmail.com||227|Lunes a domingo 24 horas|44821
22613|POLLERIA EL BUEN SABOR|AV. DE LAS AMERICAS Y ALFONSO ANDRADE||||||144|Lunes a sabado de 08:00 a22:00|44822
22614|NAPOLETANA LA|PAUCARBAMBA 3-118 Y FRANCISCO SOJOS||72886737||SERVICOMPU.1@HOTMAIL.COM||144|Lunes a sabado de 08:00 a22:00|44823
22615|RINCON DEL ZORRO EL|CALLE DEL OBRERO 5-16 Y ARMENILLAS||2800392||JUANCARLOSLEONPESANTEZ@HOTMAIL.COM||217|Lunes a sabado de 08:00 a22:00|44824
22616|LA CAPRINA|sector yungillapamba S/N s/n|via cuenca loja&nbsp sector oña|997938874|969966333|eduardaregaladoc25@gmail.com||147|Lunes a sabado de 08:00 a22:00|44825
22617|ASADERO LAS COLONIAS|Mariscal Lamar 6-51 Hermano Miguel|esta ubicado a media cuadra del mercado 9 de octubre|939237670|939237670|remigiotnt1@hotmail.com||158|Lunes a sabado de 08:00 a22:00|44826
22618|MILANO'S PIZZAS|CAUPOLICAN Y YANAHURCO||72871084||||190|Lunes a viernes 06:00 a 20:00|44827
22619|EDU|DE LA O.E.A. Q1 KINGSTON|A UNA CUADRA Y MEDIA DEL HOSPITAL JOSE CARRASCO ARTEAGA||997341579|eduvelezt@hotmail.com||101|Lunes a viernes 06:00 a 20:00|44828
22620|LAS COSTILLAS DE PALOSO|cultura cosanga s/n cultura chirije|chaullubamba|998259537|987220059|pjcrespo@hotmail.com||199|Lunes a sabado de 08:00 a22:00|44829
22621|RANCHO DORADO 1|AV ORDOÑEZ LAZO KM 4||74189855||||146|Lunes a sabado de 08:00 a22:00|44830
22622|RANCHO DORADO N 2|AV HURTADO DE MENDOZA||72865537||||164|Lunes a sabado de 08:00 a22:00|44831
22623|RANCHO DORADO N 4|LUIS CORDERO 21-74 Y AV DE LAS AMERICAS||72831135||||247|Lunes a sabado de 08:00 a22:00|44832
22624|SAN FRANCISCO|10 DE AGOSTO Y SUCRE||72279703||||197|Lunes a sabado de 08:00 a22:00|44833
22625|ASADERO EL TURISTA|VICENTE PEÑA REYES 5-26 Y COLON||||||240|Lunes a sabado de 08:00 a22:00|44834
22626|RESTAURANT RANCHO EL DESCANSO|Panamericana S/N Autopista|Sector el Descanso, junto al puente.|991022543|981083057|yolandapesantez@hotmail.com|www.ranchoeldescanso.com|202|Lunes a sabado de 08:00 a22:00|44835
22627|PARRILLADAS CHE LUIS|AV. GARCIA MORENO Y EFRAIN ROBLES||2680071||||184|Lunes a sabado de 08:00 a22:00|44836
22628|PATAGONIA`S|AV. TSAFIQUI Y CESAR VALLEJO||||ochoagilbert28@yahoo.es||153|Lunes a sabado de 08:00 a22:00|44837
22629|EL MERCADO|calle larga 8-27 luis cordero|frente al mondya blue|999500999|72823089|elmercado.facturas@gmail.com||215|Lunes a sabado de 08:00 a22:00|44838
22630|LEONA LA|MONTAÑITA CALLE 10 DE AGOSTO Y AV. PRIIMERA||85419873||||163|Lunes a sabado de 08:00 a22:00|44839
22631|LAS PALMERAS|ARGENTINOS S/N CARLOS ZAMBRANO|FRENTE AL HOTEL QUINDELOMA, CASA TOMATE DE DOS PISOS|991492124|32944783|galofalconi@hotmail.com||173|Lunes a sabado de 08:00 a22:00|44840
22632|RETRO VIDEO BAR|CALLE LARGA 6-102 Y BORRERO||992176302||099217632ALEX@GMAIL.COM||243|Lunes a sabado de 08:00 a22:00|44841
22633|CASA DE HUESPEDES/TU PARADA EN CUENCA|ESTEVEZ DE TORAL 13/90 PIO BRAVO|EN LA MANZANA DEL HOSPITAL SAN MARTIN DE PORRES|999551028|999551028|tuparadacue@etapanet.net|'|173|Lunes a sabado de 08:00 a22:00|44842
22634|HOTEL LA POSADA DE ANDRES|AV. PRINCIPAL S/N KM 52|RECINTO EL ACHIOTE JUNTO A LA GASOLINERA OSO|46005594|980929739|normadlromo@hotmail.es||239|Lunes a sabado de 08:00 a22:00|44843
22635|PROPHECY|AGUSTIN CUEVA Y REMIGIO CRESPO||2835148||||160|Lunes a viernes de 9:00 a 15:00, Lunes a viernes de 16:00 a 22:00|44844
22636|BURGUER & COFFEE PLACE|REMIGIO CRESPO 1-10 Y AV. SOLANO||99265374||PABLODAVILA001@GMAIL.COM||176|Lunes a domingo 24 horas|44845
22637|PERNILES DE LA SIERRA|LEONIDAS PLAZA N21-223 Y VICENTE ramÓn ROCA|A TRES CUADRAS DE LA UNIVERSIDAD CATOLICA|987610047|987610047|pernilesdelasierra@gmail.com||234|Lunes a sabado de 08:00 a22:00|44846
22638|MONTREAL|CALLE ELIAS BRITO Y ATAHUALPA||2780450||angelesllagu.2014@hotmail.com||162|Lunes a sabado de 08:00 a22:00|44847
22639|MANGIARE BENNE|ESTEVES DE TORAL 8-91 BOLIVAR|SAN SEBASTIAN|72840695||posadadelangel@hotmail.com||246|Lunes a viernes 06:00 a 20:00|44848
22640|LOS SAUCES-DT|MANUEL MORENO 4-05 CALLE CUENCA|FRENTE AL MERCADO 25 DE JUNIO|72256196|984227470|sauceshostal@hotmail.com||146|Lunes a Viernes 08h30 a 17h00|44849
22641|BIG KABUDAS BURGERS|PACHACAMAC 2-50 Y AV. PASEO DE LOS CAÑARIS||99662761||JRQ73@HOTMAIL.COM||205|Lunes a viernes 06:00 a 20:00|44850
22642|ST. LOUIS|AV. PASEO DE LOS CAÑARIS Y LOS CACIQUES||992574038||LUISALMEIDADURAN@HOTMAIL.COM||121|Lunes a sabado de 08:00 a22:00|44851
22643|HOTEL PATRIMONIO|Simon Bolivar 6-22 Hermano Miguel|Junto a la Mutualista Azuay|995976501|995976511|osmy_777@hotmail.com|www.patrimoniohotel.com|190|Lunes a sabado de 08:00 a22:00|44852
22644|ZONA REFRESCANTE|CALLE 25 DE JUNIO Y AYACUCHO,ESQ||2962777||zonarefres2012@hotmail.com||101|Lunes a sabado de 08:00 a22:00|44853
22645|STEPHAN’S|QUITO S/N DEL EJERCITO|FRENTE AL PARQUE CENTRAL|72770966|939937647|rosanitapunin@hotmail.es||235|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44854
22646|RESTAURANTE EL CHE DE CUENCA|AUTOPISTA CUENCA MOLLETURO KM 3 S/N|FRENTE A COPERA|986051394|997571512|rest_elche@hotmail.com||118|Lunes a sabado de 08:00 a22:00|44855
22647|HOSTAL LOS ANGELES|OCTAVIO DIAZ 6-47 GARCIA MORENO|ATRAS DE LA SALA DE VELACIONES DEL MUNICIPIO DE CUENCA|72807331|999175025|jackymjmp@hotmail.com||187|Lunes a sabado de 08:00 a22:00|44856
22648|HOTEL EL CISNE|Avenida De Las Americas S/N Amazonas|Frente al centro comercial EL ARENAL junto al tunel de acceso del TRANVIA&nbsp|991909287|967820474|hotelcisnecuenca2020@gmail.com||102|Lunes a sabado de 08:00 a22:00|44857
22649|TECLAA LA|MAX ULHE Y JORGE CARRERA ANDRADE||0||||152|Lunes a sabado de 08:00 a22:00|44858
22650|PLANTACION LA|VIA GIRON PASAJE||991809897||||220|Lunes a viernes de 08:00 a 18:00|44859
22651|RANCHO SAN ANDRES|CISNE ALTO A MEDIO KM DE LA AUTOPISTA AZOGUES CUENCA||2214812||joseluisgonzalez.23@hotmail.es||231|Lunes a sabado de 08:00 a22:00|44860
22652|PICANTES DE LEO|HERMANO MIGUEL 9-38 BOLIVAR|CENTRO|72828011|0|sonia.moscoso@hotmail.com||194|Lunes a sabado de 08:00 a22:00|44861
22653|RINCON MARINERO|GRAN COLOMBIA No. 6-99 y BORRERO||72826862||||120|Lunes a sabado de 08:00 a22:00|44862
22654|NUEVO ORO MAR EL|JUAN MONTALVO 7-23||4213454||||125|Lunes a sabado de 08:00 a22:00|44863
22655|CARLITA|AV. INTEROCEANICA, SECTOR EL CABO||72250688||CARMEN.MARIA13@HOTMAIL.COM||205|Lunes a sabado de 08:00 a22:00|44864
22656|AY BENDITO BY BELLOW|LA CONDOMINE 13-66 Y AV. 3 DE NOVIEMBRE||72812937||ENRI1966@HOTMAIL.COM||199|Lunes a Viernes 08h30 a 17h30|44865
22657|LA ENFRIJOLADA PRICH-K|FRANCISCO MOSCOSO 4-31 RAFAEL TORRES|Desde el centro de la ciudad, tomar la calle Larga, seuir por Todos Santos, seguir por la avenida Paucarbamba inmediatamente después de pasar la Clínica Paucargamba, girar a la derecha, seguir por la calle Rafael Torres hasta llegar a la avenida Francisco Moscoso. &nbsp Otra ruta desde el centro de la ciudad, bajar por el Centenario y tomar la avenida Solano hasta el redondel de la avenida 10 de agosto, seguir por la avenida 10 de agosto hasta el semáforo de&nbsp la avenida Francisco Moscoso, girar a la izquierda, pasar una cuadra hasta el parque del ECU 911|72811404|984773400|la_enfrijolada@yahoo.com|www.laenfrijolada.com|245|Lunes a viernes de 08:00 a 18:00|44866
22658|KAMAQ|JUAN JARAMILLO 7-34 PRESIDENTE BORRERO|GIL RAMIREZ DAVALOS||987801974|wiarmm@gmail.com||157|Lunes a Viernes 08h30 a 17h00|44867
22659|SABATINOS|ROBERTO AGUILAR S/N Y AV. 3 DE NOVIEMBRE||||||237|Lunes a sabado de 08:00 a22:00|44868
22660|HOSTERIA ARANDU|VIA DOS MANGAS, KM 3.5 S/N RUTA DEL SPONDYLUS|A DOSCIENTOS METROS DE LA LOTIZACION RINCON DE LA CASCADA|43039100|997198107||www.hosteriaarandu.com|146|Lunes a domingo 24 horas|44869
22661|RINCON DEL CAFE EL|JUAN JARAMILLO 7-85 Y LUIS CORDERO||72865355||BYRONANIBAL171@HOTMAIL.COM||109|Lunes a domingo 24 horas|44870
22662|GONZALEZ Y GONZALEZ|AV. PASEO DE LOS CAÑARIS 5-30 ENRIQUE GIL GILBERT|A DOS CUADRAS DEL COLEGIO CESAR DAVILA||995376126|hostalgonzalezygonzalez@gmail.com||137|Lunes a domingo 24 horas|44871
22663|GONZALEZ Y GONZALEZ|PASEO DE LOS CAÑARIS 5-30||||||170|Lunes a Domingo 24 horas|44872
22664|RESTAURANTE CHRISTIAN|Montufar N4-145 y Chile|A LADO GESTIÓN DE BIENES DEL MUNICIPIO|969080800|969285919|karen.jps30@gmail.com||166|Lunes a viernes de 08:00 a 18:00|44873
22665|VAQUERIA ASADERO LA|AV. 8 DE ABRIL S/N MOZART ZAFADI||42010532||||198|Lunes a sabado de 08:00 a22:00|44874
22666|Aventura Park Hacienda Bellavista|Av.Giron Pasaje S/N Loma de Lentag, via a San Josè de Balsapamba|LOMA DE LENTAG|73054170|959004825|haciendabellavista2015@hotmail.com|www.aventuraparkbellavista.com|137|Lunes a Viernes 08h30 a 17h30|44875
22667|ARMADILLO|GRAN COLOMBIA Y E DE TORAL||2828076||||220|Lunes a Domingo 24 horas|44876
22668|SALON DON HENRY|LA GASCA OE5-205 y FERNANDO DE SANTILLAN|PISO: PB. SECTOR: FRENTE A ESC MIGUEL DEL HIERRO|991013614|991013614|enriquegerardo1966@hotmail.com||118|Lunes a viernes de 08:00 a 18:00|44877
22669|ISLA BONITA DE COJIMIES|ALEJO CENTENO S/N MALECÓN|A CIEN METROS DEL HOTEL COJIMIES|52391174|998555404|sebascordero2000@hotmail.com||200|Lunes a sabado de 08:00 a22:00|44878
22670|DOCE 91|LUIS CORDERO 12-91 Y VEGA MUÑOZ||2832843||IRENPLA@HOTMAIL.COM||179|Lunes a domingo 24 horas|44879
22671|DULZURAS CAFE - BISTRO|CARLOS V N5 E ISABEL LA CATOLICA||72817727||JAZMIN_19761@HOTMAIL.COM||173|Lunes a Domingo 24 horas|44880
22672|CRISTALES EVENTOS LOS|YANAHURCO S/N Y LOS ANDES||96965771||ialiciazunigaz1963@hotmail.com||114|Lunes a domingo 24 horas|44881
22673|CAESAR PALACES|EMILIO ABAD 507 SAMUEL ABAD|A CINCUENTA METROS DE COMEDOR MUNICIPAL|72248247|988683218|caesarpalaces1@hotmail.com||121|Lunes a viernes 06:00 a 20:00|44882
22674|YOGURT PERSA|REMIGIO CRESPO S/N SANTA CRUZ|CENTRO COMERCIAL BATAN||995826280|YOGURTPERSA@HOTMAIL.COM||181|Lunes a domingo 24 horas|44883
22675|MAJESTIC II|GRAN COLOMBIA 2-07 MANUEL VEGA|A UNA CUADRA DEL PARQUE SAN BLAS|72834216|993795122|cuencano91@aol.com|www.hotelesmajestic.com|136|Lunes a domingo 24 horas|44884
22676|HOTEL MAJESTIC I|LUIS COREDERO 11 29 MARISCAL LAMAR|El hotel esta ubicado a dos cuadras del Parque Calderon ( Central) frente al calzado Damita.|72843502|993795122|hotelmajestic1129@gmail.com|www.hotelmajesticcuenca.com|164|Lunes a sabado de 08:00 a22:00|44885
22677|HOTEL MAJESTIC II|GRAN COLOMBIA 2-07 MANUEL VEGA|ATRAS DE SAN PARQUE SAN&nbsp BLAS&nbsp|72834216|993795122|majestic2sanblas@gmail.com|www.majesticsanblas.com|179|Lunes a Viernes 08h30 a 17h00|44886
22678|JAQUE|HONORATO VASQUEZ 7-17 Y ANTONIO BORRERO||987326061||MILTONLEON87@GMAIL.COM||191|Lunes a domingo 24 horas|44887
22679|AROMA GOURMET & DRINK|FRANCISCO MOSCOSO 1-16 MIGUEL CORDERO DAVILA|CLINICA SANTA ANA|72811561|994155208|faustoxavier914@gmail.com||209|Lunes a domingo 24 horas|44888
22680|CHICANO|Bolivar s/n Coronel Talbot|el local se encuentra en los interiores del parque San Sebastian , frente a la pileta|984111935||cucina33@hotmail.com||218|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44889
22681|NECTAR|BENIGNO MALO 10-42 Y GRAN COLOMBIA||72844448||||152|Lunes a Viernes 08h30 a 17h00|44890
22682|BIN BAN BUM|GRAN COLOMBIA Y VICENTE REYES||||||117|Lunes a sabado de 08:00 a22:00|44891
22683|TOREADORA LA|VIA CUENCA NARANJAL KM 32||98815351||||209|Lunes a sabado de 08:00 a22:00|44892
22684|PLAZA MONTECARLO|AV. MIGUEL JIJON 7 Y CALLE PEATONAL 1|A UNA CUADRA DEL NUEVO AEROPUERTO|42655313|997115599|gerencia@hmontecarlo.com||114|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44893
22685|RESTAURANTE FLORIDA PRADO|Isauro Rodríguez s/n Miguel Ortega|Barrio La Florida, a 50 metros del club de recepciones Jardínes de San Joaquín.|989381625|74095687|floridaprado@hotmail.com||212|Lunes a viernes 06:00 a 20:00|44894
22686|LA COMPAÑIA BISTRO PUB|ANTONIO BORRERO 4-58 HONORATO VAZQUEZ|Frente a la puerta principal&nbsp iglesia de la Merced&nbsp|998874099||dispedromolina@gmail.com||103|Lunes a domingo 24 horas|44895
22687|CANOhA|AV. DARÍO EGUIGUREN Y GUAYAQUIL||2611091||WILMAMARLENE@HOTMAIL.COM||198|Lunes a sabado de 08:00 a22:00|44896
22688|MARILYN|GARCIA MORENO Y ARTURO SANCHEZ||2275156||||134|Lunes a domingo 24 horas|44897
22689|DOÑA MENESTRA|FELIPE II S/N CIRCUNVALACION SUR|CENTRO COMERCIAL MALL DEL RIO||969062942|sandralia@yahoo.com||173|Lunes a sabado de 08:00 a22:00|44898
22690|EVENTOS ILUSIONES|PRIMERO DE SEPTIEMBRE Y CANTON MONTALVO, VIA MISICATA||4195091||skaryz4@hotmail.com||231|Lunes a domingo 24 horas|44899
22691|TUKTUK|MERCADILLO 164-75 Y 24 DE MAYO||983716692||johaquinde.comunicacion@gmail.com||162|Lunes a Viernes 08h30 a 17h00|44900
22692|JOHN'S|ALFONSO MORENO MORA 2-01 Y FEDERICO PROAÑO||2886834||||154|Lunes a domingo 24 horas|44901
22693|CALERA LA|BOLIVAR Y 10 DE AGOSTO||72279328||LUISCALLEA@HOTMAIL.COM||219|Lunes a sabado de 08:00 a22:00|44902
22694|PACHAMAMA|PANAMERICA NORTE 2-36||2890334||||221|Lunes a sabado de 08:00 a22:00|44903
22695|HOSTAL SAN PABLO|GASPAR SANGURIMA 2-45 MANUEL VEGA|A DOS CUADRAS DE LA PLAZA ROTARY|74114483|998283007|marciacue@hotmail.com||215|Lunes a sabado de 08:00 a22:00|44904
22696|POLLO RICO N 2|AV RICARDO DURAN BAÑOS||72892607||||161|Lunes a domingo 24 horas|44905
22697|POLLO RICO|PANAMERICANA SUR ENTRADA A AUTOPISTA||72386642||||145|Lunes a viernes de 08:00 a 18:00|44906
22698|SANTA ANA|PRESIDENTE CORDOVA 11-49 ENTRE TARQUI Y GENERAL TORRES|'|72848138|995155510|hotelsantaana77@hotmail.com|www.hotelsantaana.webs|150|Lunes a viernes 06:00 a 20:00|44907
22699|HOTEL AMAZONAS|La madrid S/N Aranjuez|ubicado frente al terminal terrestre.&nbsp|985278911|968604816|anauruchima@yahoo.com|www.hotelamazonasonline.com|238|Lunes a sabado de 08:00 a22:00|44908
22700|ANUBIS|AV 12 DE OCTUBRE Y GONZALO PIZARRO||||||147|Lunes a Domingo 24 horas|44909
22701|BQ SPORT|AV. ORDOÑEZ LAZO NO. 3-11 Y LOS PINOS||2831928||INFO@BALCONQUITENO.COM||109|Lunes a sabado de 08:00 a22:00|44910
22702|SAN DIEGO|RICAURTE: VIA A LA MERCED A 1 KM. SECTOR MOLINOPAMBA||72882603||eventoshaciendasandiego@gmail.com||214|Lunes a domingo 24 horas|44911
22703|EL SABOR LATINO|VIA AL VALLE S/N SECTOR EL COCO|EL VALLE|0|980254909|flaviorafaelcarchi@hotmail.com||198|Lunes a domingo 24 horas|44912
22704|LUAU'S PLAZA|PUMAPUNGO Y PASEO DE LOS CAÑARIS||24090897||RTELLONIETO@HOTMAIL.COM||169|Lunes a sabado de 08:00 a22:00|44913
22705|LAS GARDENIAS HOTEL|JUAN MONTALVO 10-44 GRAN COLOMBIA|POR LA JUAN MONTALVO, PASA LA CALLE MARISCAL LAMAR, A MEDIA CUADRA ANTES DE&nbsp LA GRAN COLOMBIA&nbsp|987132380|72843643|info@gardeniashotel.com|www.gardeniashotel.com|126|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44914
22706|SAYURI|GRANADINAS 1-07 AMAZONAS|JUNTO A LA FERRETERIA AYALA|72883004|979734048|tarquinosani@hotmail.com||250|Lunes a domingo 24 horas|44915
22707|ALTA MAR|Versalles N20-53 y Bolivia||22543823|22543823|jeliazarmorocho1965@hotmail.com||134|Lunes a sabado de 08:00 a22:00|44916
22708|FOGON Y CANDELA|FLORENCIA ASTUDILLO Y FEDERICO MALO||72815415||FOGONYCANDELAMORLACO@OUTLOOK.ES||207|Lunes a sabado de 08:00 a22:00|44917
22709|SALSA LA|PASEO 3 DE NOVIEMBRE Y BAJADA TODOS LOS SANTOS||74074215||renepinos67@hotmail.com||103|lunes y jueves desde las 12:00 hasta la 01:00, viernes y sabados desde las 12:00 hasta las 04:00, domingos desde las 12:00 hasta las 20:00|44918
22710|LOS PROCERES|ORDOÑEZ LASSO S/N CALLE DE LA PIMIENTA|ORDOÑEZ LASSO|74191550|993110360|BRUNO.TOLALV@HOTMAIL.COM||163|Lunes a viernes de 08:00 a 18:00|44919
22711|HOTEL EL PORTAL ESPAÑOL|GASPAR SANGURIMA 2-42 MANUEL VEGA|SANGURIMA 2-42 Y MANUEL VEGA &nbsp|994642137|74115216|elportalespanol@hotmail.com|http://www.xn--elportalespaol-1nb.com|120|Lunes a sabado de 08:00 a22:00|44920
22712|CASA NOSTRA|LUIS CORDERO YA V HEROES DE VERDELOMA||2821412||||243|Lunes a domingo 24 horas|44921
22713|SALA DE EVENTOS SUAREZ|AV 3 DE NOVIEMBRE Y 30 DE MAYO||||||241|Lunes a viernes 06:00 a 20:00|44922
22714|MY HOUSE|AV. 10 DE AGOSTO Y EDUARDO MALO||2882401||||124|Lunes a sabado de 08:00 a22:00|44923
22715|ARANJUEZ|ARANJUEZ 1-31 MADRID|FRENTE AL TERMINAL TERRESTRE|72868016|999292700|jupala02@hotmail.com||166|Lunes a viernes de 08:00 a 18:00|44924
22716|ARRECIFE EL|PASEO DE LOS CAÑARIS Y CAMILO EGAS||2807373||||118|Lunes a viernes de 08:00 a 18:00|44925
22717|APLAUSSE|PASEO DE LOS CAÑARIS Y CAMILO EGAS||2836514||paseoreal@etapanet.net||106|Lunes a viernes de 08:00 a 18:00|44926
22718|FIERA LA|ROBERTO CRESPO Y AV DEL ESTADIO||||||169|Lunes a domingo 24 horas|44927
22719|FIERA LA|REMIGIO CRESPO 1-127 Y AV. DDEL ESTADIO||72838511||||190|Lunes a sabado de 08:00 a22:00|44928
22720|HOSTAL PAKARINA HUASI|REPÚBLICA DE BRASIL 3-201 REMIGIO CRESPO|FRENTE AL BATAN SHOPPING.|982772871|74203120|lojanopolivio5@gmail.com||126|Lunes a sabado de 08:00 a22:00|44929
