id|cantón
38666|PEDERNALES
38667|GUAYAQUIL
38668|SANTA ELENA
38669|SANTA ELENA
38670|SALINAS
38671|PASAJE
38672|MANTA
38673|GUAYAQUIL
38674|GUAYAQUIL
38675|GUAYAQUIL
38676|MANTA
38677|SANTA ELENA
38678|SANTA ELENA 
38679|SANTA ELENA
38680|PLAYAS
38681|SANTA ELENA
38682|SANTA ELENA
38683|MANTA
38684|SANTA ELENA
38685|SANTA ELENA
38686|PORTOVIEJO
38687|PASAJE
38688|SAMBORONDÓN
38689|GUAYAQUIL
38690|SALINAS
38691|GUAYAQUIL
38692|PLAYAS
38693|MACHALA
38694|GUAYAQUIL
38695|SAMBORONDÓN
38696|LAS LAJAS
38697|PLAYAS
38698|TOSAGUA
38699|GUAYAQUIL
38700|QUEVEDO
38701|MANTA
38702|PASAJE
38703|SANTA ELENA
38704|GUAYAQUIL
38705|GUAYAQUIL
38706|LA LIBERTAD
38707|SAMBORONDÓN
38708|GUAYAQUIL
38709|BOLÍVAR
38710|CHONE
38711|GUAYAQUIL
38712|ARENILLAS
38713|SAMBORONDÓN
38714|PORTOVIEJO
38715|BOLÍVAR
38716|PORTOVIEJO
38717|SUCRE
38718|GUAYAQUIL
38719|PASAJE
38720|GUAYAQUIL
38721|SANTA ELENA
38722|GUAYAQUIL
38723|MACHALA
38724|MANTA
38725|MANTA
38726|GUAYAQUIL
38727|GUAYAQUIL
38728|GUAYAQUIL
38729|PEDRO CARBO
38730|EL EMPALME
38731|SANTA ELENA
38732|NARANJAL
38733|SANTA ANA
38734|PORTOVIEJO
38735|MANTA
38736|GUAYAQUIL
38737|PUERTO LÓPEZ
38738|ZARUMA
38739|SANTA ELENA 
38740|GUAYAQUIL
38741|PORTOVIEJO
38742|MANTA
38743|GUAYAQUIL
38744|MANTA
38745|GUAYAQUIL
38746|SALINAS
38747|GUAYAQUIL
38748|GUAYAQUIL
38749|MANTA
38750|GUAYAQUIL
38751|DURÁN
38752|SANTA ELENA
38753|PORTOVIEJO
38754|SALINAS
38755|SALINAS
38756|SALINAS
38757|SALINAS
38758|SALINAS
38759|LA LIBERTAD
38760|GUAYAQUIL
38761|SALINAS
38762|SALINAS
38763|SALINAS
38764|SALINAS
38765|PEDERNALES
38766|LA LIBERTAD
38767|GUAYAQUIL
38768|GUAYAQUIL
38769|GUAYAQUIL
38770|PASAJE
38771|MANTA
38772|GUAYAQUIL
38773|SALINAS
38774|JIPIJAPA
38775|MANTA
38776|SALINAS
38777|SALINAS
38778|SALINAS
38779|PORTOVIEJO
38780|PEDRO CARBO
38781|SALINAS
38782|GUAYAQUIL
38783|JIPIJAPA
38784|JIPIJAPA
38785|GUAYAQUIL
38786|MANTA
38787|SALINAS
38788|ZARUMA
38789|SALINAS
38790|SAN VICENTE
38791|PORTOVIEJO
38792|MANTA
38793|SALINAS
38794|GUAYAQUIL
38795|GUAYAQUIL
38796|GUAYAQUIL
38797|GUAYAQUIL
38798|GUAYAQUIL
38799|GUAYAQUIL
38800|PORTOVIEJO
38801|GUAYAQUIL
38802|EL TRIUNFO
38803|PLAYAS
38804|DAULE
38805|PORTOVIEJO
38806|MANTA
38807|QUEVEDO
38808|GUAYAQUIL
38809|BABAHOYO
38810|GUAYAQUIL
38811|GUAYAQUIL
38812|LA LIBERTAD
38813|SANTA ELENA
38814|MANTA
38815|MANTA
38816|EL TRIUNFO
38817|EL TRIUNFO
38818|MANTA
38819|GUAYAQUIL
38820|DURÁN
38821|GUAYAQUIL
38822|GUAYAQUIL
38823|GUAYAQUIL
38824|SANTA ANA
38825|MANTA
38826|PASAJE
38827|GUAYAQUIL
38828|GUAYAQUIL
38829|MONTECRISTI
38830|MANTA
38831|GUAYAQUIL
38832|SALINAS
38833|GUAYAQUIL
38834|SANTA ELENA
38835|ZARUMA
38836|SAMBORONDÓN
38837|SAMBORONDÓN
38838|BABAHOYO
38839|MANTA
38840|MANTA
38841|BOLÍVAR
38842|MACHALA
38843|PORTOVIEJO
38844|BOLÍVAR
38845|BUENA FE
38846|SALINAS
38847|SUCRE
38848|DURÁN
38849|SANTA ROSA
38850|GUAYAQUIL
38851|GUAYAQUIL
38852|GUAYAQUIL
38853|MACHALA
38854|GUAYAQUIL
38855|SUCRE
38856|GUAYAQUIL
38857|PUERTO LÓPEZ
38858|SANTA ROSA
38859|MACHALA
38860|MACHALA
38861|MACHALA
38862|PASAJE
38863|SALINAS
38864|MANTA
38865|MANTA
38866|MACHALA
38867|MANTA
38868|GUAYAQUIL
38869|GUAYAQUIL
38870|GUAYAQUIL
38871|GUAYAQUIL
38872|EL TRIUNFO
38873|GUAYAQUIL
38874|GUAYAQUIL
38875|MACHALA
38876|GUAYAQUIL
38877|GUAYAQUIL
38878|GUAYAQUIL
38879|GUAYAQUIL
38880|GUAYAQUIL
38881|GUAYAQUIL
38882|GUAYAQUIL
38883|GUAYAQUIL
38884|GUAYAQUIL
38885|GUAYAQUIL
38886|MACHALA
38887|GUAYAQUIL
38888|GUAYAQUIL
38889|QUEVEDO
38890|PORTOVIEJO
38891|MONTECRISTI
38892|GUAYAQUIL
38893|GUAYAQUIL
38894|GUAYAQUIL
38895|GUAYAQUIL
38896|MANTA
38897|GUAYAQUIL
38898|PORTOVIEJO
38899|GUAYAQUIL
38900|GUAYAQUIL
38901|GUAYAQUIL
38902|PORTOVIEJO
38903|SUCRE
38904|SUCRE
38905|MACHALA
38906|PEDERNALES
38907|PASAJE
38908|GUAYAQUIL
38909|GUAYAQUIL
38910|MANTA
38911|GUAYAQUIL
38912|GUAYAQUIL
38913|SANTA ROSA
38914|GUAYAQUIL
38915|JIPIJAPA
38916|GUAYAQUIL
38917|GUAYAQUIL
38918|GUAYAQUIL
38919|GUAYAQUIL
38920|GUAYAQUIL
38921|GUAYAQUIL
38922|GUAYAQUIL
38923|MACHALA
38924|GUAYAQUIL
38925|EL EMPALME
38926|GUAYAQUIL
38927|GUAYAQUIL
38928|GUAYAQUIL
38929|GUAYAQUIL
38930|GUAYAQUIL
38931|GUAYAQUIL
38932|PORTOVIEJO
38933|GUAYAQUIL
38934|GUAYAQUIL
38935|GUAYAQUIL
38936|GUAYAQUIL
38937|QUEVEDO
38938|GUAYAQUIL
38939|SANTA ROSA
38940|NARANJAL
38941|GUAYAQUIL
38942|QUEVEDO
38943|BABAHOYO
38944|GUAYAQUIL
38945|GUAYAQUIL
38946|GUAYAQUIL
38947|MACHALA
38948|GUAYAQUIL
38949|GUAYAQUIL
38950|LA LIBERTAD
38951|GUAYAQUIL
38952|GUAYAQUIL
38953|GUAYAQUIL
38954|GUAYAQUIL
38955|GUAYAQUIL
38956|GUAYAQUIL
38957|MONTECRISTI
38958|QUEVEDO
38959|BABAHOYO
38960|GUAYAQUIL
38961|BOLÍVAR
38962|MANTA
38963|MACHALA
38964|GUAYAQUIL
38965|MANTA
38966|GUAYAQUIL
38967|MILAGRO
38968|GUAYAQUIL
38969|DURÁN
38970|DAULE
38971|DAULE
38972|GUAYAQUIL
38973|MANTA
38974|MANTA
38975|MANTA
38976|MANTA
38977|MANTA
38978|PORTOVIEJO
38979|PORTOVIEJO
38980|MANTA
38981|GUAYAQUIL
38982|PORTOVIEJO
38983|BUENA FE
38984|MANTA
38985|GUAYAQUIL
38986|GUAYAQUIL
38987|MACHALA
38988|BABAHOYO
38989|PASAJE
38990|GUAYAQUIL
38991|QUEVEDO
38992|GUAYAQUIL
38993|NARANJAL
38994|DURÁN
38995|MACHALA
38996|GUAYAQUIL
38997|GUAYAQUIL
38998|GUAYAQUIL
38999|MACHALA
39000|BABAHOYO
39001|MILAGRO
39002|BABAHOYO
39003|MILAGRO
39004|GUAYAQUIL
39005|GUAYAQUIL
39006|GUAYAQUIL
39007|GUAYAQUIL
39008|GUAYAQUIL
39009|GUAYAQUIL
39010|GUAYAQUIL
39011|GUAYAQUIL
39012|GUAYAQUIL
39013|MANTA
39014|GUAYAQUIL
39015|GUAYAQUIL
39016|PORTOVIEJO
39017|GUAYAQUIL
39018|GUAYAQUIL
39019|GUAYAQUIL
39020|GUAYAQUIL
39021|GUAYAQUIL
39022|DURÁN
39023|GUAYAQUIL
39024|GUAYAQUIL
39025|GUAYAQUIL
39026|QUEVEDO
39027|DURÁN
39028|GUAYAQUIL
39029|GUAYAQUIL
39030|GUAYAQUIL
39031|GUAYAQUIL
39032|NARANJITO
39033|GUAYAQUIL
39034|GUAYAQUIL
39035|GUAYAQUIL
39036|GUAYAQUIL
39037|PORTOVIEJO
39038|GUAYAQUIL
39039|GUAYAQUIL
39040|GUAYAQUIL
39041|PORTOVIEJO
39042|GUAYAQUIL
39043|LA LIBERTAD
39044|LA LIBERTAD
39045|GUAYAQUIL
39046|QUEVEDO
39047|QUEVEDO
39048|GUAYAQUIL
39049|BABAHOYO
39050|GUAYAQUIL
39051|GUAYAQUIL
39052|GUAYAQUIL
39053|GUAYAQUIL
39054|GUAYAQUIL
39055|SANTA ELENA
39056|DURÁN
39057|MANTA
39058|LA LIBERTAD
39059|GUAYAQUIL
39060|MANTA
39061|GUAYAQUIL
39062|GUAYAQUIL
39063|GUAYAQUIL
39064|MANTA
39065|GUAYAQUIL
39066|GUAYAQUIL
39067|MACHALA
39068|SAMBORONDÓN
39069|GUAYAQUIL
39070|GUAYAQUIL
39071|DAULE
39072|ARENILLAS
39073|SANTA ROSA
39074|GUAYAQUIL
39075|GUAYAQUIL
39076|SAMBORONDÓN
39077|GUAYAQUIL
39078|GUAYAQUIL
39079|GUAYAQUIL
39080|SANTA ROSA
39081|GUAYAQUIL
39082|GUAYAQUIL
39083|HUAQUILLAS
39084|VENTANAS
39085|SUCRE
39086|GUAYAQUIL
39087|SAMBORONDÓN
39088|SANTA ELENA
39089|SALINAS
39090|BOLÍVAR
39091|PORTOVIEJO
39092|GUAYAQUIL
39093|EL CARMEN
39094|SAMBORONDÓN
39095|GUAYAQUIL
39096|DAULE
39097|GUAYAQUIL
39098|GUAYAQUIL
39099|CHONE
39100|DAULE
39101|SAMBORONDÓN
39102|SAMBORONDÓN
39103|GUAYAQUIL
39104|GUAYAQUIL
39105|GUAYAQUIL
39106|GUAYAQUIL
39107|DURÁN
39108|GUAYAQUIL
39109|GUAYAQUIL
39110|GUAYAQUIL
39111|SANTA ROSA
39112|FLAVIO ALFARO
39113|EL CARMEN
39114|PEDERNALES
39115|JUNÍN
39116|GUAYAQUIL
39117|LA LIBERTAD
39118|SUCRE
39119|GUAYAQUIL
39120|SALINAS
39121|DURÁN
39122|PASAJE
39123|GUAYAQUIL
39124|GUAYAQUIL
39125|GUAYAQUIL
39126|GUAYAQUIL
39127|GUAYAQUIL
39128|GUAYAQUIL
39129|SAMBORONDÓN
39130|GUAYAQUIL
39131|PEDERNALES
39132|SAMBORONDÓN
39133|ZARUMA
39134|PUERTO LÓPEZ
39135|SAMBORONDÓN
39136|GUAYAQUIL
39137|GUAYAQUIL
39138|JAMA
39139|GUAYAQUIL
39140|GUAYAQUIL
39141|PUERTO LÓPEZ
39142|GUAYAQUIL
39143|SANTA ELENA 
39144|SANTA ELENA
39145|GUAYAQUIL
39146|GUAYAQUIL
39147|PORTOVIEJO
39148|DURÁN
39149|GUAYAQUIL
39150|MACHALA
39151|GUAYAQUIL
39152|PIÑAS
39153|SANTA ELENA
39154|GUAYAQUIL
39155|GUAYAQUIL
39156|GUAYAQUIL
39157|GUAYAQUIL
39158|MANTA
39159|MANTA
39160|MANTA
39161|ZARUMA
39162|MANTA
39163|GUAYAQUIL
39164|GUAYAQUIL
39165|MANTA
39166|MACHALA
39167|MACHALA
39168|GUAYAQUIL
39169|GUAYAQUIL
39170|GUAYAQUIL
39171|DURÁN
39172|GUAYAQUIL
39173|GUAYAQUIL
39174|GUAYAQUIL
39175|BABAHOYO
39176|JIPIJAPA
39177|GUAYAQUIL
39178|PORTOVIEJO
39179|GUAYAQUIL
39180|SAMBORONDÓN
39181|GUAYAQUIL
39182|GUAYAQUIL
39183|PEDERNALES
39184|SANTA ELENA 
39185|QUEVEDO
39186|SALINAS
39187|JIPIJAPA
39188|PEDERNALES
39189|SAN VICENTE
39190|GUAYAQUIL
39191|GUAYAQUIL
39192|GUAYAQUIL
39193|GUAYAQUIL
39194|GUAYAQUIL
39195|DURÁN
39196|MANTA
39197|GUAYAQUIL
39198|SAMBORONDÓN
39199|SALINAS
39200|GUAYAQUIL
39201|SALINAS
39202|ROCAFUERTE
39203|GUAYAQUIL
39204|GUAYAQUIL
39205|MACHALA
39206|MANTA
39207|GUAYAQUIL
39208|SAMBORONDÓN
39209|PEDERNALES
39210|PEDERNALES
39211|GUAYAQUIL
39212|SANTA ELENA
39213|GUAYAQUIL
39214|JARAMIJÓ
39215|BABAHOYO
39216|GUAYAQUIL
39217|GUAYAQUIL
39218|JAMA
39219|GUAYAQUIL
39220|MANTA
39221|GUAYAQUIL
39222|PORTOVIEJO
39223|SUCRE
39224|PIÑAS
39225|GUAYAQUIL
39226|MILAGRO
39227|SALINAS
39228|GUAYAQUIL
39229|GUAYAQUIL
39230|NARANJAL
39231|GUAYAQUIL
39232|GUAYAQUIL
39233|MANTA
39234|LA LIBERTAD
39235|GUAYAQUIL
39236|MANTA
39237|SANTA ELENA
39238|MANTA
39239|GUAYAQUIL
39240|GUAYAQUIL
39241|GUAYAQUIL
39242|GUAYAQUIL
39243|GUAYAQUIL
39244|GUAYAQUIL
39245|GUAYAQUIL
39246|GUAYAQUIL
39247|GUAYAQUIL
39248|GUAYAQUIL
39249|GUAYAQUIL
39250|DURÁN
39251|GUAYAQUIL
39252|LA LIBERTAD
39253|PLAYAS
39254|DAULE
39255|GUAYAQUIL
39256|GUAYAQUIL
39257|QUEVEDO
39258|BABAHOYO
39259|MILAGRO
39260|GUAYAQUIL
39261|DAULE
39262|JIPIJAPA
39263|GUAYAQUIL
39264|GUAYAQUIL
39265|GUAYAQUIL
39266|MANTA
39267|PORTOVIEJO
39268|SUCRE
39269|LA LIBERTAD
39270|GUAYAQUIL
39271|GUAYAQUIL
39272|MANTA
39273|GUAYAQUIL
39274|MANTA
39275|MANTA
39276|SALINAS
39277|GUAYAQUIL
39278|GUAYAQUIL
39279|24 DE MAYO
39280|SALINAS
39281|SALINAS
39282|GUAYAQUIL
39283|MILAGRO
39284|NARANJITO
39285|GUAYAQUIL
39286|MONTECRISTI
39287|PORTOVIEJO
39288|SUCRE
39289|NARANJAL
39290|DAULE
39291|BABAHOYO
39292|GUAYAQUIL
39293|PORTOVIEJO
39294|SANTA ELENA
39295|GUAYAQUIL
39296|GUAYAQUIL
39297|GUAYAQUIL
39298|GUAYAQUIL
39299|PAJÁN
39300|GUAYAQUIL
39301|CHONE
39302|DAULE
39303|JIPIJAPA
39304|GUAYAQUIL
39305|GUAYAQUIL
39306|GUAYAQUIL
39307|SALINAS
39308|GUAYAQUIL
39309|SAMBORONDÓN
39310|GUAYAQUIL
39311|PORTOVIEJO
39312|SAMBORONDÓN
39313|GUAYAQUIL
39314|GUAYAQUIL
39315|GUAYAQUIL
39316|GUAYAQUIL
39317|GUAYAQUIL
39318|GUAYAQUIL
39319|GUAYAQUIL
39320|SAMBORONDÓN
39321|GUAYAQUIL
39322|MACHALA
39323|SUCRE
39324|PORTOVIEJO
39325|LA LIBERTAD
39326|QUEVEDO
39327|QUEVEDO
39328|GUAYAQUIL
39329|GUAYAQUIL
39330|GUAYAQUIL
39331|MANTA
39332|LA LIBERTAD
39333|GUAYAQUIL
39334|GUAYAQUIL
39335|GUAYAQUIL
39336|GUAYAQUIL
39337|SAMBORONDÓN
39338|MILAGRO
39339|GUAYAQUIL
39340|MANTA
39341|SAN VICENTE
39342|MACHALA
39343|DURÁN
39344|GUAYAQUIL
39345|GUAYAQUIL
39346|BALZAR
39347|GUAYAQUIL
39348|GUAYAQUIL
39349|GUAYAQUIL
39350|PEDERNALES
39351|PEDERNALES
39352|GUAYAQUIL
39353|MANTA
39354|BABAHOYO
39355|GUAYAQUIL
39356|GUAYAQUIL
39357|DURÁN
39358|GUAYAQUIL
39359|GUAYAQUIL
39360|MANTA
39361|GUAYAQUIL
39362|GUAYAQUIL
39363|GUAYAQUIL
39364|DAULE
39365|GUAYAQUIL
39366|GUAYAQUIL
39367|SALINAS
39368|GUAYAQUIL
39369|GUAYAQUIL
39370|GUAYAQUIL
39371|SANTA ROSA
39372|PORTOVIEJO
39373|SALINAS
39374|BABAHOYO
39375|MACHALA
39376|GUAYAQUIL
39377|GUAYAQUIL
39378|QUEVEDO
39379|GUAYAQUIL
39380|GUAYAQUIL
39381|ZARUMA
39382|PIÑAS
39383|GUAYAQUIL
39384|PUERTO LÓPEZ
39385|PORTOVIEJO
39386|GUAYAQUIL
39387|GUAYAQUIL
39388|GUAYAQUIL
39389|MACHALA
39390|GUAYAQUIL
39391|GUAYAQUIL
39392|SAMBORONDÓN
39393|BABAHOYO
39394|PORTOVIEJO
39395|MANTA
39396|GUAYAQUIL
39397|PORTOVIEJO
39398|MACHALA
39399|MACHALA
39400|PEDERNALES
39401|GUAYAQUIL
39402|GUAYAQUIL
39403|GUAYAQUIL
39404|GUAYAQUIL
39405|PLAYAS
39406|HUAQUILLAS
39407|GUAYAQUIL
39408|DAULE
39409|SANTA ELENA
39410|GUAYAQUIL
39411|GUAYAQUIL
39412|NARANJAL
39413|MANTA
39414|GUAYAQUIL
39415|PORTOVIEJO
39416|MACHALA
39417|SANTA ELENA
39418|GUAYAQUIL
39419|SANTA ELENA 
39420|GUAYAQUIL
39421|SAMBORONDÓN
39422|DURÁN
39423|GUAYAQUIL
39424|EL TRIUNFO
39425|GUAYAQUIL
39426|SAMBORONDÓN
39427|MANTA
39428|VALENCIA
39429|GUAYAQUIL
39430|MACHALA
39431|VENTANAS
39432|BABAHOYO
39433|GUAYAQUIL
39434|GUAYAQUIL
39435|QUEVEDO
39436|PLAYAS
39437|DAULE
39438|GUAYAQUIL
39439|GUAYAQUIL
39440|SANTA ELENA
39441|GUAYAQUIL
39442|GUAYAQUIL
39443|GUAYAQUIL
39444|GUAYAQUIL
39445|GUAYAQUIL
39446|SANTA ELENA 
39447|BABAHOYO
39448|QUEVEDO
39449|GUAYAQUIL
39450|GUAYAQUIL
39451|SANTA ELENA
39452|QUEVEDO
39453|QUEVEDO
39454|SANTA ELENA
39455|MACHALA
39456|GUAYAQUIL
39457|GUAYAQUIL
39458|GUAYAQUIL
39459|GUAYAQUIL
39460|GUAYAQUIL
39461|QUEVEDO
39462|GUAYAQUIL
39463|SANTA ROSA
39464|GUAYAQUIL
39465|SALINAS
39466|MACHALA
39467|GUAYAQUIL
39468|GUAYAQUIL
39469|GUAYAQUIL
39470|GUAYAQUIL
39471|GUAYAQUIL
39472|PEDERNALES
39473|MACHALA
39474|GUAYAQUIL
39475|SUCRE
39476|SUCRE
39477|QUEVEDO
39478|PASAJE
39479|SUCRE
39480|GUAYAQUIL
39481|SALINAS
39482|MANTA
39483|SANTA ROSA
39484|MACHALA
39485|GUAYAQUIL
39486|GUAYAQUIL
39487|MANTA
39488|DAULE
39489|GUAYAQUIL
39490|SANTA ROSA
39491|GUAYAQUIL
39492|GUAYAQUIL
39493|GUAYAQUIL
39494|SANTA ELENA
39495|PEDERNALES
39496|MACHALA
39497|PUERTO LÓPEZ
39498|SANTA ELENA
39499|GUAYAQUIL
39500|GUAYAQUIL
39501|MACHALA
39502|GUAYAQUIL
39503|GUAYAQUIL
39504|GUAYAQUIL
39505|PUERTO LÓPEZ
39506|GUAYAQUIL
39507|MANTA
39508|GUAYAQUIL
39509|MACHALA
39510|PORTOVELO
39511|GUAYAQUIL
39512|GUAYAQUIL
39513|GUAYAQUIL
39514|GUAYAQUIL
39515|GUAYAQUIL
39516|QUEVEDO
39517|GUAYAQUIL
39518|GUAYAQUIL
39519|JIPIJAPA
39520|SANTA ROSA
39521|SANTA ELENA
39522|MANTA
39523|GUAYAQUIL
39524|GUAYAQUIL
39525|MACHALA
39526|SAMBORONDÓN
39527|GUAYAQUIL
39528|MACHALA
39529|GUAYAQUIL
39530|HUAQUILLAS
39531|MACHALA
39532|SANTA ELENA
39533|GENERAL ANTONIO ELIZALDE
39534|GUAYAQUIL
39535|SALINAS
39536|MANTA
39537|PEDERNALES
39538|PUERTO LÓPEZ
39539|GUAYAQUIL
39540|QUEVEDO
39541|SALINAS
39542|GUAYAQUIL
39543|MANTA
39544|SUCRE
39545|MANTA
39546|MANTA
39547|SALINAS
39548|PORTOVIEJO
39549|PUERTO LÓPEZ
39550|GUAYAQUIL
39551|GUAYAQUIL
39552|SUCRE
39553|GUAYAQUIL
39554|MANTA
39555|GUAYAQUIL
39556|PORTOVIEJO
39557|MACHALA
39558|GUAYAQUIL
39559|GUAYAQUIL
39560|GUAYAQUIL
39561|MANTA
39562|HUAQUILLAS
39563|GUAYAQUIL
39564|MANTA
39565|GUAYAQUIL
39566|GUAYAQUIL
39567|MACHALA
39568|GUAYAQUIL
39569|LA LIBERTAD
39570|GUAYAQUIL
39571|GUAYAQUIL
39572|GUAYAQUIL
39573|NARANJAL
39574|SAN VICENTE
39575|GUAYAQUIL
39576|MANTA
39577|GUAYAQUIL
39578|GUAYAQUIL
39579|GUAYAQUIL
39580|GUAYAQUIL
39581|GUAYAQUIL
39582|SALINAS
39583|MANTA
39584|SAN VICENTE
39585|GUAYAQUIL
39586|GUAYAQUIL
39587|MANTA
39588|GUAYAQUIL
39589|GUAYAQUIL
39590|VENTANAS
39591|SANTA ROSA
39592|NARANJAL
39593|PEDERNALES
39594|GUAYAQUIL
39595|MANTA
39596|GUAYAQUIL
39597|GUAYAQUIL
39598|GUAYAQUIL
39599|GUAYAQUIL
39600|GUAYAQUIL
39601|MACHALA
39602|GUAYAQUIL
39603|MANTA
39604|GUAYAQUIL
39605|MANTA
39606|GUAYAQUIL
39607|PORTOVIEJO
39608|ATAHUALPA
39609|PORTOVIEJO
39610|CHONE
39611|SUCRE
39612|SANTA ROSA
39613|GUAYAQUIL
39614|MANTA
39615|PASAJE
39616|GUAYAQUIL
39617|MANTA
39618|GUAYAQUIL
39619|NARANJAL
39620|GUAYAQUIL
39621|DURÁN
39622|PIÑAS
39623|PORTOVIEJO
39624|GUAYAQUIL
39625|GUAYAQUIL
39626|GUAYAQUIL
39627|GUAYAQUIL
39628|PEDRO CARBO
39629|SALINAS
39630|LA LIBERTAD
39631|BOLÍVAR
39632|JIPIJAPA
39633|JIPIJAPA
39634|GUAYAQUIL
39635|GUAYAQUIL
39636|GUAYAQUIL
39637|GUAYAQUIL
39638|GUAYAQUIL
39639|MACHALA
39640|SANTA ROSA
39641|SAMBORONDÓN
39642|MANTA
39643|EL EMPALME
39644|GUAYAQUIL
39645|MANTA
39646|SALINAS
39647|MANTA
39648|QUEVEDO
39649|ZARUMA
39650|SANTA ROSA
39651|MANTA
39652|MANTA
39653|GUAYAQUIL
39654|MANTA
39655|MANTA
39656|MANTA
39657|PEDRO CARBO
39658|GUAYAQUIL
39659|GUAYAQUIL
39660|GUAYAQUIL
39661|SALINAS
39662|SUCRE
39663|MANTA
39664|GUAYAQUIL
39665|MANTA
39666|GUAYAQUIL
39667|GUAYAQUIL
39668|GUAYAQUIL
39669|SAMBORONDÓN
39670|GUAYAQUIL
39671|GUAYAQUIL
39672|GUAYAQUIL
39673|GUAYAQUIL
39674|GUAYAQUIL
39675|PLAYAS
39676|SAMBORONDÓN
39677|MILAGRO
39678|DURÁN
39679|DAULE
39680|GUAYAQUIL
39681|MANTA
39682|GUAYAQUIL
39683|MANTA
39684|GUAYAQUIL
39685|MACHALA
39686|PUERTO LÓPEZ
39687|SUCRE
39688|MANTA
39689|GUAYAQUIL
39690|GUAYAQUIL
39691|GUAYAQUIL
39692|GUAYAQUIL
39693|SAMBORONDÓN
39694|SAMBORONDÓN
39695|GUAYAQUIL
39696|GUAYAQUIL
39697|GUAYAQUIL
39698|GUAYAQUIL
39699|GUAYAQUIL
39700|GUAYAQUIL
39701|GUAYAQUIL
39702|GUAYAQUIL
39703|GUAYAQUIL
39704|GUAYAQUIL
39705|MACHALA
39706|MACHALA
39707|GUAYAQUIL
39708|GUAYAQUIL
39709|DAULE
39710|GUAYAQUIL
39711|GUAYAQUIL
39712|GUAYAQUIL
39713|MANTA
39714|MACHALA
39715|GUAYAQUIL
39716|SUCRE
39717|FLAVIO ALFARO
39718|SAMBORONDÓN
39719|GUAYAQUIL
39720|GUAYAQUIL
39721|GUAYAQUIL
39722|GUAYAQUIL
39723|GUAYAQUIL
39724|SALINAS
39725|SAMBORONDÓN
39726|GUAYAQUIL
39727|SALINAS
39728|GUAYAQUIL
39729|GUAYAQUIL
39730|LA LIBERTAD
39731|BALSAS
39732|SANTA ELENA
39733|GUAYAQUIL
39734|GUAYAQUIL
39735|MILAGRO
39736|PEDERNALES
39737|GUAYAQUIL
39738|BALSAS
39739|SALINAS
39740|LA LIBERTAD
39741|GUAYAQUIL
39742|MANTA
39743|MANTA
39744|GUAYAQUIL
39745|BABAHOYO
39746|PORTOVIEJO
39747|MANTA
39748|MANTA
39749|MANTA
39750|MANTA
39751|GUAYAQUIL
39752|GUAYAQUIL
39753|SAMBORONDÓN
39754|GUAYAQUIL
39755|SAMBORONDÓN
39756|PORTOVIEJO
39757|GUAYAQUIL
39758|PUERTO LÓPEZ
39759|GUAYAQUIL
39760|GUAYAQUIL
39761|SAMBORONDÓN
39762|GUAYAQUIL
39763|JIPIJAPA
39764|GUAYAQUIL
39765|PLAYAS
39766|SALINAS
39767|MANTA
39768|MARCABELÍ
39769|MACHALA
39770|HUAQUILLAS
39771|MANTA
39772|PASAJE
39773|PASAJE
39774|SANTA ELENA
39775|NARANJITO
39776|PEDERNALES
39777|PEDERNALES
39778|GUAYAQUIL
39779|GUAYAQUIL
39780|QUEVEDO
39781|GUAYAQUIL
39782|HUAQUILLAS
39783|GUAYAQUIL
39784|GUAYAQUIL
39785|SALINAS
39786|PORTOVIEJO
39787|MACHALA
39788|PORTOVIEJO
39789|MILAGRO
39790|GUAYAQUIL
39791|MONTECRISTI
39792|MANTA
39793|PORTOVIEJO
39794|PORTOVIEJO
39795|MANTA
39796|SUCRE
39797|PORTOVIEJO
39798|MANTA
39799|MANTA
39800|MANTA
39801|SALINAS
39802|JIPIJAPA
39803|ZARUMA
39804|PORTOVIEJO
39805|ZARUMA
39806|GUAYAQUIL
39807|MANTA
39808|GUAYAQUIL
39809|GUAYAQUIL
39810|SALINAS
39811|BABAHOYO
39812|SANTA ELENA
39813|GUAYAQUIL
39814|SAMBORONDÓN
39815|GUAYAQUIL
39816|SAMBORONDÓN
39817|DAULE
39818|GUAYAQUIL
39819|GUAYAQUIL
39820|DURÁN
39821|GUAYAQUIL
39822|SAMBORONDÓN
39823|GUAYAQUIL
39824|SANTA ROSA
39825|GUAYAQUIL
39826|SAMBORONDÓN
39827|PORTOVIEJO
39828|MILAGRO
39829|MANTA
39830|MANTA
39831|GUAYAQUIL
39832|PEDERNALES
39833|GUAYAQUIL
39834|DURÁN
39835|GUAYAQUIL
39836|SANTA ELENA
39837|SANTA ELENA
39838|HUAQUILLAS
39839|PEDERNALES
39840|GUAYAQUIL
39841|GUAYAQUIL
39842|MANTA
39843|SAMBORONDÓN
39844|SANTA ELENA
39845|GUAYAQUIL
39846|GUAYAQUIL
39847|GUAYAQUIL
39848|PUERTO LÓPEZ
39849|PORTOVIEJO
39850|GUAYAQUIL
39851|PUERTO LÓPEZ
39852|GUAYAQUIL
39853|GUAYAQUIL
39854|GUAYAQUIL
39855|GUAYAQUIL
39856|MANTA
39857|MANTA
39858|GUAYAQUIL
39859|MANTA
39860|GUAYAQUIL
39861|GUAYAQUIL
39862|GUAYAQUIL
39863|MACHALA
39864|GUAYAQUIL
39865|GUAYAQUIL
39866|GUAYAQUIL
39867|SANTA ELENA
