id|parroquia|id_1
23762|SALINAS, CABECERA CANTONAL|38754
23763|SALINAS, CABECERA CANTONAL|38755
23764|SALINAS, CABECERA CANTONAL|38756
23765|SALINAS, CABECERA CANTONAL|38757
23766|SALINAS, CABECERA CANTONAL|38758
23767|LA LIBERTAD, CABECERA CANTONAL|38759
23768|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38760
23769|SALINAS, CABECERA CANTONAL|38761
23770|SALINAS, CABECERA CANTONAL|38762
23771|SALINAS, CABECERA CANTONAL|38763
23772|SALINAS, CABECERA CANTONAL|38764
23773|PEDERNALES, CABECERA CANTONAL|38765
23774|LA LIBERTAD, CABECERA CANTONAL|38766
23775|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38767
23776|TARQUI|38768
23777|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38769
23778|PASAJE, CABECERA CANTONAL|38770
23779|MANTA, CABECERA CANTONAL|38771
23780|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38772
23781|SALINAS, CABECERA CANTONAL|38773
23782|JIPIJAPA, CABECERA CANTONAL|38774
23783|MANTA, CABECERA CANTONAL|38775
23784|SALINAS, CABECERA CANTONAL|38776
23785|SALINAS, CABECERA CANTONAL|38777
23786|SALINAS, CABECERA CANTONAL|38778
23787|12 DE MARZO|38779
23788|PEDRO CARBO, CAB CANTONAL|38780
23789|SALINAS, CABECERA CANTONAL|38781
23790|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38782
23791|JIPIJAPA, CABECERA CANTONAL|38783
23792|JIPIJAPA, CABECERA CANTONAL|38784
23793|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38785
23794|MANTA, CABECERA CANTONAL|38786
23795|SALINAS, CABECERA CANTONAL|38787
23796|ZARUMA, CABECERA CANTONAL|38788
23797|SALINAS, CABECERA CANTONAL|38789
23798|CANOA|38790
23799|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38791
23800|MANTA, CABECERA CANTONAL|38792
23801|SALINAS, CABECERA CANTONAL|38793
23802|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38794
23803|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38795
23804|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38796
23805|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38797
23806|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38798
23807|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38799
23808|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38800
23809|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38801
23810|EL TRIUNFO, CABECERA CANTONAL|38802
23811|GENERAL VILLAMIL (PLAYAS), CABECERA CANTONAL|38803
23812|DAULE, CABECERA CANTONAL|38804
23813|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38805
23814|MANTA, CABECERA CANTONAL|38806
23815|QUEVEDO, CABECERA CANTONAL|38807
23816|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38808
23817|SOZORANGA (CAB. CANTONAL)|38809
23818|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38810
23819|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38811
23820|LA LIBERTAD, CABECERA CANTONAL|38812
23821|COLONCHE|38813
23822|MANTA, CABECERA CANTONAL|38814
23823|MANTA, CABECERA CANTONAL|38815
23824|EL TRIUNFO, CABECERA CANTONAL|38816
23825|EL TRIUNFO, CABECERA CANTONAL|38817
23826|MANTA, CABECERA CANTONAL|38818
23827|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38819
23828|ELOY ALFARO (DURÁN), CABECERA CANTONAL|38820
23829|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38821
23830|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38822
23831|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38823
23832|SANTA ANA DE VUELTA LARGA|38824
23833|MANTA, CABECERA CANTONAL|38825
23834|PASAJE, CABECERA CANTONAL|38826
23835|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38827
23836|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38828
23837|MONTECRISTI|38829
23838|MANTA, CABECERA CANTONAL|38830
23839|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38831
23840|SALINAS, CABECERA CANTONAL|38832
23841|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38833
23842|MANGLARALTO|38834
23843|ZARUMA, CABECERA CANTONAL|38835
23844|SAMBORONDÓN, CABECERA CANTONAL|38836
23845|TARIFA|38837
23846|DOCTOR CAMILO PONCE |38838
23847|MANTA, CABECERA CANTONAL|38839
23848|TARQUI|38840
23849|CALCETA, CABECERA CANTONAL|38841
23850|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38842
23851|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38843
23852|CALCETA, CABECERA CANTONAL|38844
23853|SAN JACINTO DE BUENA FE, CAB CANTONAL|38845
23854|SALINAS, CABECERA CANTONAL|38846
23855|CHARAPOTÓ|38847
23856|ELOY ALFARO (DURÁN), CABECERA CANTONAL|38848
23857|SANTA ROSA (CABECERA CANTONAL)|38849
23858|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38850
23859|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38851
23860|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38852
23861|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38853
23862|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38854
23863|CHARAPOTÓ|38855
23864|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38856
23865|PUERTO LÓPEZ, CABECERA CANTONAL|38857
23866|SANTA ROSA (CABECERA CANTONAL)|38858
23867|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38859
23868|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38860
23869|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38861
23870|PASAJE, CABECERA CANTONAL|38862
23871|SALINAS, CABECERA CANTONAL|38863
23872|MANTA, CABECERA CANTONAL|38864
23873|MANTA, CABECERA CANTONAL|38865
23874|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38866
23875|MANTA, CABECERA CANTONAL|38867
23876|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38868
23877|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38869
23878|TARQUI|38870
23879|TARQUI|38871
23880|EL TRIUNFO, CABECERA CANTONAL|38872
23881|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38873
23882|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38874
23883|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38875
23884|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38876
23885|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38877
23886|TARQUI|38878
23887|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38879
23888|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38880
23889|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38881
23890|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38882
23891|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38883
23892|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38884
23893|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38885
23894|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38886
23895|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38887
23896|TARQUI|38888
23897|QUEVEDO, CABECERA CANTONAL|38889
23898|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38890
23899|MONTECRISTI|38891
23900|TARQUI|38892
23901|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38893
23902|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38894
23903|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38895
23904|MANTA, CABECERA CANTONAL|38896
23905|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38897
23906|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38898
23907|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38899
23908|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38900
23909|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38901
23910|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38902
23911|BAHÍA DE CARÁQUEZ, CABECERA CANTONAL|38903
23912|BAHÍA DE CARÁQUEZ, CABECERA CANTONAL|38904
23913|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38905
23914|PEDERNALES, CABECERA CANTONAL|38906
23915|PASAJE, CABECERA CANTONAL|38907
23916|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38908
23917|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38909
23918|MANTA, CABECERA CANTONAL|38910
23919|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38911
23920|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38912
23921|SANTA ROSA (CABECERA CANTONAL)|38913
23922|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38914
23923|JIPIJAPA, CABECERA CANTONAL|38915
23924|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38916
23925|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38917
23926|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38918
23927|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38919
23928|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38920
23929|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38921
23930|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38922
23931|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38923
23932|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38924
23933|VELASCO IBARRA (CAB. EL EMPALME), CABECERA CANTONAL|38925
23934|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38926
23935|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38927
23936|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38928
23937|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38929
23938|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38930
23939|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38931
23940|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38932
23941|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38933
23942|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38934
23943|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38935
23944|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38936
23945|QUEVEDO, CABECERA CANTONAL|38937
23946|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38938
23947|SANTA ROSA (CABECERA CANTONAL)|38939
23948|NARANJAL, CABECERA CANTONAL|38940
23949|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38941
23950|QUEVEDO, CABECERA CANTONAL|38942
23951|SOZORANGA (CAB. CANTONAL)|38943
23952|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38944
23953|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38945
23954|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38946
23955|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38947
23956|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38948
23957|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38949
23958|LA LIBERTAD, CABECERA CANTONAL|38950
23959|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38951
23960|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38952
23961|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38953
23962|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38954
23963|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38955
23964|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38956
23965|MONTECRISTI|38957
23966|QUEVEDO, CABECERA CANTONAL|38958
23967|SOZORANGA (CAB. CANTONAL)|38959
23968|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38960
23969|CALCETA, CABECERA CANTONAL|38961
23970|MANTA, CABECERA CANTONAL|38962
23971|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38963
23972|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38964
23973|MANTA, CABECERA CANTONAL|38965
23974|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38966
23975|MILAGRO, CABECERA CANTONAL|38967
23976|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38968
23977|ELOY ALFARO (DURÁN), CABECERA CANTONAL|38969
23978|DAULE, CABECERA CANTONAL|38970
23979|DAULE, CABECERA CANTONAL|38971
23980|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38972
23981|MANTA, CABECERA CANTONAL|38973
23982|MANTA, CABECERA CANTONAL|38974
23983|MANTA, CABECERA CANTONAL|38975
23984|MANTA, CABECERA CANTONAL|38976
23985|MANTA, CABECERA CANTONAL|38977
23986|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38978
23987|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38979
23988|MANTA, CABECERA CANTONAL|38980
23989|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38981
23990|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38982
23991|SAN JACINTO DE BUENA FE, CAB CANTONAL|38983
23992|MANTA, CABECERA CANTONAL|38984
23993|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38985
23994|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38986
23995|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38987
23996|DOCTOR CAMILO PONCE |38988
23997|PASAJE, CABECERA CANTONAL|38989
23998|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38990
23999|QUEVEDO, CABECERA CANTONAL|38991
24000|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38992
24001|NARANJAL, CABECERA CANTONAL|38993
24002|ELOY ALFARO (DURÁN), CABECERA CANTONAL|38994
24003|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38995
24004|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38996
24005|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38997
24006|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38998
24007|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|38999
24008|SOZORANGA (CAB. CANTONAL)|39000
24009|MILAGRO, CABECERA CANTONAL|39001
24010|CLEMENTE BAQUERIZO|39002
24011|MILAGRO, CABECERA CANTONAL|39003
24012|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39004
24013|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39005
24014|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39006
24015|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39007
24016|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39008
24017|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39009
24018|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39010
24019|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39011
24020|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39012
24021|MANTA, CABECERA CANTONAL|39013
24022|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39014
24023|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39015
24024|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39016
24025|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39017
24026|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39018
24027|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39019
24028|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39020
24029|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39021
24030|ELOY ALFARO (DURÁN), CABECERA CANTONAL|39022
24031|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39023
24032|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39024
24033|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39025
24034|SAN CRISTÓBAL|39026
24035|ELOY ALFARO (DURÁN), CABECERA CANTONAL|39027
24036|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39028
24037|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39029
24038|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39030
24039|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39031
24040|NARANJITO, CABECERA CANTONAL|39032
24041|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39033
24042|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39034
24043|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39035
24044|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39036
24045|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39037
24046|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39038
24047|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39039
24048|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39040
24049|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39041
24050|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39042
24051|LA LIBERTAD, CABECERA CANTONAL|39043
24052|LA LIBERTAD, CABECERA CANTONAL|39044
24053|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39045
24054|QUEVEDO, CABECERA CANTONAL|39046
24055|QUEVEDO, CABECERA CANTONAL|39047
24056|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39048
24057|SOZORANGA (CAB. CANTONAL)|39049
24058|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39050
24059|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39051
24060|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39052
24061|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39053
24062|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39054
24063|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39055
24064|ELOY ALFARO (DURÁN), CABECERA CANTONAL|39056
24065|MANTA, CABECERA CANTONAL|39057
24066|LA LIBERTAD, CABECERA CANTONAL|39058
24067|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39059
24068|MANTA, CABECERA CANTONAL|39060
24069|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39061
24070|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39062
24071|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39063
24072|MANTA, CABECERA CANTONAL|39064
24073|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39065
24074|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39066
24075|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39067
24076|SAMBORONDÓN, CABECERA CANTONAL|39068
24077|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39069
24078|TARQUI|39070
24079|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|39071
24080|ARENILLAS, CABECERA CANTONAL|39072
24081|SANTA ROSA (CABECERA CANTONAL)|39073
24082|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39074
24083|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39075
24084|SAMBORONDÓN, CABECERA CANTONAL|39076
24085|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39077
24086|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39078
24087|TARQUI|39079
24088|SANTA ROSA (CABECERA CANTONAL)|39080
24089|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39081
24090|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39082
24091|HUAQUILLAS, CABECERA CANTONAL|39083
24092|VENTANAS, CABECERA CANTONAL|39084
24093|CHARAPOTÓ|39085
24094|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39086
24095|SAMBORONDÓN, CABECERA CANTONAL|39087
24096|CHANDUY|39088
24097|SALINAS, CABECERA CANTONAL|39089
24098|CALCETA, CABECERA CANTONAL|39090
24099|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39091
24100|ROCAFUERTE|39092
24101|EL CARMEN, CABECERA CANTONAL|39093
24102|SAMBORONDÓN, CABECERA CANTONAL|39094
24103|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39095
24104|LOS LOJAS (ENRIQUE BAQUERIZO MORENO)|39096
24105|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39097
24106|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39098
24107|CHONE, CABECERA CANTONAL|39099
24108|LA AURORA (SATÉLITE)|39100
24109|LA PUNTILLA (SATÉLITE)|39101
24110|LA PUNTILLA (SATÉLITE)|39102
24111|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39103
24112|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39104
24113|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39105
24114|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39106
24115|ELOY ALFARO (DURÁN), CABECERA CANTONAL|39107
24116|PASCUALES|39108
24117|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39109
24118|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39110
24119|SANTA ROSA (CABECERA CANTONAL)|39111
24120|FLAVIO ALFARO, CABECERA CANTONAL|39112
24121|EL CARMEN, CABECERA CANTONAL|39113
24122|PEDERNALES, CABECERA CANTONAL|39114
24123|JUNÍN|39115
24124|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39116
24125|LA LIBERTAD, CABECERA CANTONAL|39117
24126|SAN ISIDRO|39118
24127|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39119
24128|SALINAS, CABECERA CANTONAL|39120
24129|ELOY ALFARO (DURÁN), CABECERA CANTONAL|39121
24130|PASAJE, CABECERA CANTONAL|39122
24131|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39123
24132|PASCUALES|39124
24133|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39125
24134|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39126
24135|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39127
24136|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39128
24137|SAMBORONDÓN, CABECERA CANTONAL|39129
24138|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39130
24139|PEDERNALES, CABECERA CANTONAL|39131
24140|SAMBORONDÓN, CABECERA CANTONAL|39132
24141|ZARUMA, CABECERA CANTONAL|39133
24142|SALANGO|39134
24143|SAMBORONDÓN, CABECERA CANTONAL|39135
24144|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39136
24145|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39137
24146|JAMA, CABECERA CANTONAL|39138
24147|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39139
24148|TARQUI|39140
24149|PUERTO LÓPEZ, CABECERA CANTONAL|39141
24150|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39142
24151|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39143
24152|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39144
24153|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39145
24154|TARQUI|39146
24155|PORTOVIEJO, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39147
24156|ELOY ALFARO (DURÁN), CABECERA CANTONAL|39148
24157|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39149
24158|MACHALA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39150
24159|TARQUI|39151
24160|PIÑAS, CABECERA CANTONAL|39152
24161|SANTA ELENA, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39153
24162|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39154
24163|TARQUI|39155
24164|TARQUI|39156
24165|GUAYAQUIL, CABECERA CANTONAL Y CAPITAL PROVINCIAL|39157
24166|MANTA, CABECERA CANTONAL|39158
24167|MANTA, CABECERA CANTONAL|39159
24168|MANTA, CABECERA CANTONAL|39160
