idEstablecimiento|nombre_esta|clasificacion|direccion|refen_direccion|telefono_principal|telefono_secun|email|paginaWeb|estimacion|id_servicios
29225|LISTO GOURMET|FUENTE DE SODA|LOTIZACION 12 DE NOVIEMBRE S/N, MZ. U, SOLAR 6,7,8,11,12,13||42861299||tatiana.garcia@atimasa.com.ec||180|51434
29226|LISTO GOURMET|FUENTE DE SODA|KM 1 VIA LA AURORA||6035101||||143|51435
29227|ATIMASA VÍA A DAULE 1 LISTO! GOURMET|FUENTE DE SODA|KM. 5 VÍA GUAYAQUIL - DAULE, PASCUALE, LOT MAPASINGUE, MZ. 10, SOLAR 1,2||||||249|51436
29228|LISTO GOURMET|FUENTE DE SODA|AV. PASCUALES, VIA A DAULE, KM. 16||987343639||tatiana.garcia@atimasa.com.ec||161|51437
29229|ATIMASA PROGRESO LISTO! GOURMET|FUENTE DE SODA|PROGRESO, KM. 63 VÍA A LA COSTA, A DOSCIENTOS METROS DEL DESVÍO PLAYAS - SANTA ELENA||||estacion.progreso@atimasa.com.ec||182|51438
29230|ATIMASA AV. DEL BOMBERO|FUENTE DE SODA|AV. DEL BOMBERO, SOLAR 3,MZ.55, KM6.5||||pauldillonpozo@hotmail.com||129|51439
29231|ATIMASA DOCMINGO COMÍN 2 LISTO! GOURMET|FUENTE DE SODA|AV. DOMINGO COMÍN S/N CALLEJÓN ONCE||2431216||||179|51440
29232|ATIMASA PERIMETRAL LISTO! GOURMET|FUENTE DE SODA|KM. 13,5 VÍA PERIMETRAL, FRENTE A CRIDESA||||estacion.perimetral@atimasa.com.ec||205|51441
29233|ATIMASA CALIFORNIA LISTO! GOURMET|FUENTE DE SODA|KM. 10,5 VÍA GUAYAQUIL-DAULE, JUNTO AL PARQUE CALIFORNIA||||||122|51442
29234|ATIMASA 25 DE JULIO LISTO! GOURMET|FUENTE DE SODA|KM. 6 VÍA AL PUERTO MARÍTIMO, AV. 25 DE JULIO||2485528||||177|51443
29235|ATIMASA PORTETE LISTO! GOURMET|FUENTE DE SODA|KM. 7 VÍA A LA COSTA, A DOS CUADRAS DE DURAGAS||2871839||||239|51444
29236|ATIMASA GUAYAS LISTO! GOURMET|FUENTE DE SODA|CDLA. SOPEÑA, AV. 25 DE JULIO, MZ. 34, SOLAR 1||2422755||||139|51445
29237|ATIMASA DOMINGO COMÍN 1 LISTO! GOURMET|FUENTE DE SODA|CDLA. LOS ALMENDROS, CALLE GAVIOTA Y AV. DOMINGO COMÍN, MZ. 11, SOLAR 1||2584482||estacion.domingocomin@atimasa.com.ec||136|51446
29238|ATIMASA KENNEDY NORTE LISTO! GOURMET|FUENTE DE SODA|CDLA. KENNEDY NORTE, AV. FRANCISCO DE ORELLANA, MZ. 102, SOLAR 1||2280284||||169|51447
29239|ATIMASA LAS ORQUÍDEAS LISTO! GOURMET|FUENTE DE SODA|CDLA. LOS VERGELES, MZ. 218, SOLAR 2-3-8-9-10||2891007||estacion.orquideas@atimasa.com.ec||152|51448
29240|ATIMASA CARLOS JULIO AROSEMENA LISTO! GOURMET|FUENTE DE SODA|KM. 2,5, AV. CARLOS JULIO AROSEMENA, MZ. 1, SOLAR 29-2||2208404||estacion.cjarosemena@atimasa.com.ec||127|51449
29241|ATIMASA SAN AGUSTÍN LISTO! GOURMET|FUENTE DE SODA|AV. AGUSTÍN FREIRE 11-14 Y AV. JUAN TANCA MARENGO, URB. LA HERRADURA||||||141|51450
29242|ATIMASA LAS AGUAS LISTO! GOURMET|FUENTE DE SODA|COOP. PAZ Y AMOR, MZ. V-11, SOLAR 1-20, AV. LAS AGUAS||||estacion.lasaguas@atimasa.com.ec||211|51451
29243|ATIMASA JUAN TANCA MARENGO 2 LISTO! GOURMET|FUENTE DE SODA|AV. JUAN TANCA MARENGO S/N Y JAIME ROLDÓS||||||115|51452
29244|ATIMASA PLAZA DAÑÍN LISTO! GOURMET|FUENTE DE SODA|AV. CARLOS LUIS PLAZA DAÑÍN 10 (JUANTO A COMANDATO)||42290793||estacion.plazadanin@atimasa.com.ec||182|51453
29245|ATIMASA GASOTER LISTO! GOURMET|FUENTE DE SODA|AV. DE LAS AMÉRICAS S/N Y CALLE 4||2130087||estacion.gasoter@atimasa.com.ec|www.atimasa.com.ec|128|51454
29246|ATIMASA ALBORADA LISTO! GOURMET|FUENTE DE SODA|LA GARZOTA, AV. GUILLERMO PAREJA, SOLAR 12, MZ. 8||2627095|||www.atimasa.com.ec|239|51455
29247|LISTO PK-8|CAFETERÍA|Av. Pedro Vicente Maldonado N528-102 y Borbón|GASOLINERA PRIMAX|23958440|998220364|mvaldiviesos@primax.com.ec||197|51456
29248|LISTO 6 DE DICIEMBRE|RESTAURANTE|Av. 6 de Diciembre S/N y Pasaje A|EN LA GASOLINERA PRIMAX|22557253|998220364|mvaldiviesos@primax.com.ec||171|51457
29249|LISTO RUBEN|RESTAURANTE|Av. Río Amazonas N 61-21 y Av. el Inca|EN LA GASOLINERA PRIMAX|22419616|999737588|mvaldiviesos@primax.com.ec|www.atimasa.com.ec|220|51458
29250|LISTO CUMBAYÁ|RESTAURANTE|VÍa InteroceÁnica N 51-52 Y Pasaje s/n|GASOLINERA PRIMAX CUMBAYA - JUNTO A KIA MOTORS|0|998220364|mvaldiviesos@primax.com.ec||160|51459
29251|LISTO EL CONDADO|RESTAURANTE|AV. Mariscal Sucre S/N y CATÓN CÁRDENAS|PRIMAX EL CONDADO, URB. EL CONDADO|962869999|984748679|mvaldiviesos@primax.com.ec|www.primax.com.ec|192|51460
29252|LISTO CARCELÉN|CAFETERÍA|DIEGO DE VÁSQUEZ DE CEPEDA N77-316 Y JAIME ROLDÓS AGUILERA|GASOLINERA PRIMAX DE CARCELEN|22485540|998220364|mvaldiviesos@primax.com.ec||204|51461
29253|LISTO SAUCES|RESTAURANTE|AV. 6 DE DIcIEMBRE S/N Y AV. GASPAR DE VILLARROEL|DENTRO DE LA ESTACIÓN DE SERVICIO SAUCES|23958440|999737588|mvaldiviesos@primax.com.ec||125|51462
29254|LISTO AMÉRICA 2|RESTAURANTE|av. AMÉRICA N38-98 Y JUAN DIBUJA|PARADA BRASIL METRO|23958440|999273073|sop.ope.tiendaamerica@atimasa.com.ec||197|51463
29255|LISTO LA PREVISORA|RESTAURANTE|AV. NACIONES UNIDAS 10-14 Y AV. AMAZONAS|EN EL EDIFICIO LA PREVISORA|958807009|998220364|mvaldiviesos@primax.com.ec||236|51464
29256|LISTO PLAZA FOCH|RESTAURANTE|JOAQUÍN PINTO E6-43 Y REINA VICTORIA|FRENTE AL LOCAL REPÚBLICA DEL CACAO|23928440|961083044|mvaldiviesos@primax.com.ec||182|51465
29257|LISTO VISTA AL VALLE|CAFETERÍA|AV. SIMÓN BOLIVAR S/N Y S/N|GASOLINERA PRIMAX - A DOSCIENTOS METROS DE MONTE OLIVO|23958440|999737588|mvaldiviesos@primax.com.ec||198|51466
29258|LISTO EL BATÁN|CAFETERÍA|av. 6 de diciembre n32-551 Y BÉLGICA|PLAZA ARGENTINA|985004373|985004373|mvaldiviesos@primax.com.ec||242|51467
29259|LISTO CATAR|CAFETERÍA|AV. DIEGO DE VÁSQUEZ S/N Y SABANILLA|GASOLINERA PRIMAX COOPERATIVA CATAR|985833655|985833655|mvaldiviesos@primax.com.ec||236|51468
29260|LISTO MONTESERRÍN|CAFETERÍA|AV. ELOY ALFARO N45-100 y DE LAS HIGUERAS|A 300 METROS DEL CEMENTERIO DEL BATAN|999737588|23958440|eds.monteserrin@atimasa.com.ec||117|51469
29261|LISTO TUMBACO|RESTAURANTE|interoceánica km 14 y GUAYAQUIL||23958440|962596654|mvaldiviesos@primax.com.ec||153|51470
29262|POLLO TROPICAL|RESTAURANTE|AV. DEL BOMBERO KM. 6.5 CC RIO CENTRO LOS CEIBOS LC 11PATIO DE COMIDAS||2851126||||143|51471
29263|DEL MAR|HOTEL|PUNTA CARNERO VIA ANCONCITO||2566660||||163|51472
29264|ANDERSON|RESTAURANTE|V.E. ESTRADA 505 Y EBANOS (URDESA)||2880690||||114|51473
29265|ANDERSON EXPRESS|CAFETERÍA|AV. PRINCIPAL S/N EDIFICIO SAMBORONDON PLAZA OFICINA 13-14 KM. 1.5||6014800||||176|51474
29266|ANDERSON EXPRESS|CAFETERÍA|AV.JUAN TANCA MARENGOPLAZA DEL SOL EDIF.PROFESSIONAL CENTER OFICINA 3||||||191|51475
29267|CAFETARIUM|CAFETERÍA|CORONEL 2301 Y CAÑAR||2580030||administracion@tayana.ec||168|51476
29268|LUTOJA|SALA DE RECEPCIONES Y BANQUETES|JOSE MASCOTE #1030 Y VELEZ||2454819||||182|51477
29269|LUTOJA|SALA DE RECEPCIONES Y BANQUETES|ESMERALDAS #1008 Y VELEZ||2454818||||116|51478
29270|PARRILLADA LA SELVITA SUR|RESTAURANTE|LA D 403 Y ROSA BORJA DE ICAZA||2443970||||184|51479
29271|9 DE octubre|HOTEL|AVENIDA 9 DE OCTUBRE 736 GARCÍA AVILES|FRENTE A COMANDATO Y DIAGONAL A MI COMISARIATO|42564195|42564222|coinlebra@hotmail.com||105|51480
29272|BATIPALIA|SALA DE RECEPCIONES Y BANQUETES|VIA A LA COSTA KM. 13||98583817||batilapia-eventos@hotmail.com||109|51481
29273|LINEA DE MAR|RESTAURANTE|AV. LAS MONJAS S/N Y AV. CARLOS JULIO AROSEMENA. AVENTURA PLAZA, LC. 2-2||2205275||lineademar@hotmail.com||189|51482
29274|LO NUESTRO|RESTAURANTE|VICTOR EMILIO ESTRADA 903 E HIGUERAS||2386398||||193|51483
29275|VIMILSA|AGENCIA DE VIAJES INTERNACIONAL|CHILE 301 JUAN MONTALVO Y 5 DE JUNIO|A DOS CUADRAS DEL BANCO DEL PICHINCHA|42972053|999422685|vimilsamlr@hotmail.com||220|51484
29276|VIAJES MILAGRO SOCIEDAD ANONIMA|AGENCIA DE VIAJES INTERNACIONAL|MIGUEL HILARIO ALCIVAR SOLAR 6 VICTOR HUGO SICOURET|FRENTE AL EDIFICIO TORRES DEL NORTE||999422685|vimilsamlr@hotmail.com||125|51485
29277|ARBOLEDA TRAVEL|AGENCIA DE VIAJES DUAL|Luis Cordero E4-301 y Av. Amazonas|MEDIA CUADRA HOTEL RIO AMAZONAS|22220332|22220332|arboledatravelquito@hotmail.com||220|51486
29278|JAMAL|FUENTE DE SODA|MALECON SIMON BOLIVAR # 2201 Y COLON||2320227||||216|51487
29279|CERULI|TRANSPORTE TERRESTRE|AV. JAIME ROLDOS S/N EDIF. TERMINAL CENTRO DE NEGOCIOS BLOQUE B LOCAL #37||2140079||||167|51488
29280|UMAI LATIN SUSHI|RESTAURANTE|KM 1.5 VIA A SAMBORONDON, C.C. RIOCENTRO ENTRE RIOS, LOCAL C-6A||2836298||||210|51489
29281|AMERICAS LAS|HOTEL|MACHALA 811 Y 9 DE OCTUBRE||2294444||info@hotellasamericas.ec|www.hotellasamericas.ec|164|51490
29282|CHURRIN CHURRON|CAFETERÍA|CDALA VERNAZA NORTE AV JOAQUIN ORRANTIA S/N Y AV JUAN TANCA MARENGO, C.C MALL DEL SOL PISO 1 LOCAL 6||2691931||||171|51491
29283|FRUTANGA|FUENTE DE SODA|AV. JOAQUIN ORRANTIA S/N Y AV. JUAN TANCA MARENGO, C.C. MALL DEL SOL, ISLA S-5||||||197|51492
29284|KARNIHA S TOURS|AGENCIA DE VIAJES INTERNACIONAL|JUNIN #504 Y ALFREDO BAQUERIZO MORENO||2304649||karnihastour@trans-telco.net||172|51493
29285|LA SELECTA|CAFETERÍA|KM. 11.5 VIA A LA COSTA, BLUE COAST, BUSSINESS CENTER||969593825||||108|51494
29286|LA SELECTA|CAFETERÍA|URB. LOS OLIVOS, MZ 10-4, SOLAR||42854931||||194|51495
29287|LA SELECTA|FUENTE DE SODA|VIA A SAMBORONDON, KM. 3 C.C. LA PIAZZA LOCAL 5-B||2837257||||198|51496
29288|PANADERIA LA SELECTA|FUENTE DE SODA|CDLA. LOS CEIBOS, CALLE PRIMERA #203-A Y AV. PRINCIPAL||2352399||||240|51497
29289|PANADERIA LA SELECTA|FUENTE DE SODA|URDESA CENTRAL, VICTOR EMILIO ESTRADA #605 Y AV. LAS MONJAS||2352339||||107|51498
29290|CARBONARA LA|SALA DE RECEPCIONES Y BANQUETES|CDLA. URDESA CENTRAL - BALSAMOS SUR #206 Y TODOS LOS SANTOS||5018041||||123|51499
29291|MC DONALD'S|RESTAURANTE|AV. PERIMETRAL VIA A SAMBORONDOM||836737||||222|51500
29292|ESCOBAR TOUR|AGENCIA DE VIAJES INTERNACIONAL|MACHALA 811 Y 9 DE OCTUBRE EDIF. HOTEL LAS AMERICAS||||mariuxitap@hotmail.com||133|51501
29293|PANADERIA CALIFORNIA|CAFETERÍA|BARRIO SAN FRANCISCO CC EL PASEO SHOPPING DIAGONAL AL CENTRO DE SALUD VENUS||3726800||||226|51502
29294|PANADERIA CALIFORNIA|CAFETERÍA|9 DE OCTUBRE 887 Y GARCIA AVILES, C.C. LUIS VERNAZA, LOCAL 14||3726800||california@pancali.com.ec||147|51503
29295|PANADERIA CALIFORNIA|CAFETERÍA|ESCOBEDO 1215-1223 Y VELEZ ESQ.||2522429||||228|51504
29296|PANADERIA CALIFORNIA|CAFETERÍA|AV. VEINTICINCO DE JULIO, EDIF: C.C. MALL DEL SUR, OFIC: LC. 7||2343085||||148|51505
29297|CALIFORNIA PANCALI S.A|CAFETERÍA|AV. BOLIVAR S/N||||||183|51506
29298|CALIFORNIA CAFE|CAFETERÍA|C.C. PASEO SHOPPING QUEVEDO NC-1||||||110|51507
29299|VALERO TRAVEL|AGENCIA DE VIAJES INTERNACIONAL|JUNIN 422 Y G. CORDOVA||2569500||valerotravel@ecua.net.ec||231|51508
29300|HOTEL VELEZ|HOTEL|VELEZ 1021 AVENIDA QUITO|Diagonal al Parque Centenario|42564222|42564195|inmobiliaria.leobra@hotmail.com||132|51509
29301|CHIFA ASIA|RESTAURANTE|SUCRE 319 Y CHILE||2524202||||240|51510
29302|ALMANRA|RESTAURANTE|AV. MALECON e/ LA 42 Y 43 Mz 7 SOLAR 2 - CARBO VITERI||||||170|51511
29303|HOTEL WYNDHAM GARDEN GUAYAQUIL|HOTEL|AV. JUAN TANCA MARENGO S/N ABEL ROMERO CASTILLO|FRENTE AL MALL DEL SOL|43713690|985021240|contador@wyndhamgardenguayaquil.com||131|51512
29304|REPRESENTACIONES|AGENCIA DE VIAJES MAYORISTA|KM 6.5 VIA PUNTILLA SAMBORONDON PISO 1 OF2 CC PLAZA LAGOS EDIF PROMENADE NORTE|FRENTE A CAFETERIA SWEETT AND COFFE|43726565|992261544|marjorie@repviajes.com|www.repviajes.com|241|51513
29305|H.D.P REPRESENTACIONES S.A|AGENCIA DE VIAJES MAYORISTA|BAQUERIZO MORENO 1111-A AV. 9 DE OCTUBRE|JUNTO AL EDIFICIO PLAZA|42308575||carloschica@hdp.com.ec||159|51514
29306|HDP|AGENCIA DE VIAJES MAYORISTA|GRAN COLOMBIA 7-87 Y LUIS CORDERO||2840287||daniela@hdp.com.ec||195|51515
29307|RED CRAB|RESTAURANTE|VICTOR EMILIO ESTRADA 1205 Y LAURELES ESQUINA||2380512|||www.redcrab.com.ec|188|51516
29308|RED CRAB|RESTAURANTE|KM 2.5 VIA SAMBORONDON, AV. LICEO DE FRANCIA. EDF PLAZA NOVA||2831110||||110|51517
29309|RED CRAB|RESTAURANTE|AV. LICEO DE FRANCIA S/N KM. 2.5 VIA SAMBORONDÓN|C.C. PLAZA NOVA|987823639||red.crab@hotmail.com|redcrab.com.ec|123|51518
29310|RED CRAB|RESTAURANTE|VICTOR EMILIO ESTRADA 1205 LAURELES|VICTOR EMILIO ESTRADA|987823639|42386099|rescorza@redcrab.com.ec|www.redcrab.com|187|51519
29311|HOTEL WYNDHAM GARDEN QUITO|HOTEL|Alemania E5-103 y Av. De la República|EDIFICIO FRANCISCO DE GOYA|22265265|992858394|tesoreria@wyndhamgardenquito.com|www.wyndhamgardenquito.com|170|51520
29312|MANTAHOST DELI|CAFETERÍA|AEREO PUERTO ELOY ALFARO||2677503||||226|51521
29313|MANTAHOST HOTEL|HOTEL|KM 1.5 VIA BARBASQUILLO 130214 BARBASQUILLO|DIAGONAL A PLAZA DEL SOL|52677503|967600540|contraloria@mantahosthotel.com|www.mantahosthotel.com|215|51522
29314|ITALIAN DELI|FUENTE DE SODA|AV. CONSTITUCION C.C. MALL DEL SOL LOCAL F-14||2692047||||196|51523
29315|VIAJES MEDITERRANEO|AGENCIA DE VIAJES INTERNACIONAL|AV. CARLOS LUIS PLAZA DAÑIN 17 AV. FRANCISCO BOLOÑA|CENTRO COMERCIAL PLAZA QUIL|42282008|994081926|mediterr@interactive.net.ec||138|51524
29316|SOL DE ORO|HOTEL|LORENZO DE GARAYCOA 1243 Y CLEMENTE BALLEN||2510000||hsoloro@hotmail.com||124|51525
29317|NINFA|HOTEL|COLONOS SIN NUMERO CHARLES DARWIN||52526127|968441931|info@hotelninfa.com.ec|www.hotelninfa.com|245|51526
29318|FINCA - HOSTERIA EL RETIRO|HOSTERÍA|VÍA SAN VICENTE DE LOJA S/N N/A|A CINCO CUADRAS DEL RETEN DE LA POLICIA NACIONAL|42118283|993154302|info@elretiro.com.ec|www.elretiro.com.ec|228|51527
29319|MI YAYA|TRANSPORTE MARITIMO Y FLUVIAL|PUERTO AZUL YATCH CLUB||2253544||||249|51528
29320|GALERIA MAN GING|HOTEL|9 de Octubre 1608 García Moreno||42691881|988436715|info@hotelgaleriamanging.com|www.hotelgaleriamanging.com|223|51529
29321|BENVENUTI DA MAURO|RESTAURANTE|CDLA. URDESA, AV. LAS MONJAS 214 Y CALLE 1RA||2382735||||204|51530
29322|CASA DEL CHOCOLATERO|FUENTE DE SODA|AV. 25 DE JULIO S/N Y JOSE DE LA CUADRA. MALL DEL SUR, ISLA 25. PATIO DE COMIDAS||2264756||gustaff@interactive.net.ec||204|51531
29323|CHIFA ASIA|RESTAURANTE|C.C. COSTALMAR SHOPPING, LOCAL 13, KM 14 VÍA A LA COSTA||5038888||||250|51532
29324|PALO SANTO GALAPAGOS HOTEL|HOTEL|BARRIO PUNTA ESTRADA S 19 MZ 01|A 300 METROS DEL HOTEL FINCH BAY|42308920|999615100|johannavasquezm@gmail.com||176|51533
29325|TRIANGULO DE DARWIN|HOTEL|AV. CHARLES DARWIN - CALLE MARCHENA||52526564|988730788|emory@redmangrove.com|www.redmangrove.com|192|51534
29326|EXPLORE IT|AGENCIA DE VIAJES DUAL|CDLA. ALBORADA PRIMERA ETAPA, SOLAR 26, MZ. O||6023501||operaciones@exploreit.ec||183|51535
29327|HOSTAL MACAW|HOSTAL|VICTOR HUGO SICOURET solar 8 MANZANA 11|Cdla. Guayaquil. Calle Victor Hugo Sicouret. Mz.11 V.8&nbsp https://www.google.com/maps/place/Macaw/@-2.1578395,-79.895095,18z/data=!4m18!1m9!3m8!1s0x902d6da30033a085:0x42f47132a54d0f32!2sMacaw!5m2!4m1!1i2!8m2!3d-2.1579333!4d-79.8939872!3m7!1s0x902d6da30033a085:0x42f47132a54d0f32!5m2!4m1!1i2!8m2!3d-2.1579333!4d-79.8939872!12b1?rapsrc=apiv3 &nbsp|42296799|999971163|reservas@hostalmacaw.com|www.hostalmacaw.com|241|51536
29328|GALAPAGOSNET|AGENCIA DE VIAJES DUAL|VICTOR HUGO SICOURET SOLAR 7 MANZANA 11|Ciudadela Guayaquil, Calle Víctor Hugo Sicouret,<br /> Manzana 11, Villa 7 &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp &nbsp|42296799|999971163|fanny@galapagosnet.com|www.galapagosnet.com|100|51537
29329|YOGURT PERSA|FUENTE DE SODA|BOYACA 1208 Y AV. 9 DE OCTUBRE||98488820||yogurt-persa@hotmail.com||104|51538
29330|YOGURT PERSA|FUENTE DE SODA|AV. CARLOS JULIO AROSEMENA KM3, SUPERMERCADO CORAL||98242243||nabil.mansouri@yogurtpersa.com||101|51539
29331|YOGURT PERSA|FUENTE DE SODA|AV. FCO. DE ORELLANA S/N Y AV. GUILLERMO PAREJA ROLANDO C.C. RIOCENTRO NORTE ISLA||98675588||yogurt-persa@hotmail.com||201|51540
29332|YOGURT PERSA|FUENTE DE SODA|PEDRO CARBO 531-533 Y AV. 9 DE OCTUBRE||962890971||vicky.garcia@yogurtpersa.com||228|51541
29333|YOGURT PERSA|FUENTE DE SODA|EDIFICIO SANTISTEVAN, LOCAL 113, 9 DE OCTUBRE S/N Y MALECON SIMON BOLIVAR, MZ. 1||45022455||nabil.mansouri@yogurtpersa.com||176|51542
29334|YOGURT PERSA|FUENTE DE SODA|TERMINAL TERRESTRE DE BABAHOYO. ISLA IC14||52712011||||226|51543
29335|YOGURT PERSA|FUENTE DE SODA|KM. 1 VÍA LA PUNTILLA-SAMBORONDÓN, JUNTO A LA ESTACIÓN DE SERVICIO PDV||600070||||163|51544
29336|SHARAF|FUENTE DE SODA|CDLA. LA GARZOTA, AV. GUILLERMO PAREJA ROLANDO S/N, GARZOCENTRO DOS MIL 208 - 210||2642517||||151|51545
29337|DOLAR EL|RESTAURANTE|KENNEDY OESTE. AV. DEL PERIODISTA||2294013||eldolar@gye.satnet.net||162|51546
29338|CORONA REAL|HOTEL|SAUCES IX, SOLAR #12, MZ. L-11||6020102||reservas@hotelcoronareal.com|http://hotelcoronareal.com/|183|51547
29339|PINGUINO No 3|FUENTE DE SODA|AV. QUITO - C.C. SHOPPING SANTO DOMINGO||||||162|51548
29340|PINGUINO|FUENTE DE SODA|AV. GENERAL RUMIÑAHUI -C.C. EL PROGRESO||88114255||||158|51549
29341|HELADOS PINGUINO|FUENTE DE SODA|CENTRO COMERCIAL PÀSEO SHOPPING MACHALA||||||173|51550
29342|PINGUINO|FUENTE DE SODA|C.C. PASEO SHOPPING QUEVEDO||||||250|51551
29343|HELADOS PINGUINO|FUENTE DE SODA|VIA BABAHOYO - GUAYAQUIL S/N C.C. PASEO SHOPPING BABAHOYO LC 08||983578323||||136|51552
29344|HELADOS PINGUINO|FUENTE DE SODA|AV. NUEVE DE OCTUBRE S/N, MALECON DEL SALADO, LOCAL # 6||2384383||||182|51553
29345|HELADERIA PINGUINO|FUENTE DE SODA|AV. DEL BOMBERO S/N , EDIF: RIOCENTRO LOS CEIBOS, PISO 1||2384383||||205|51554
29346|HELADOS PINGUINO|FUENTE DE SODA|COLON # 101 Y MALECON SIMON BOLIVAR||2384383||||197|51555
29347|HELADOS PINGUINO|FUENTE DE SODA|MALECON SIMON BOLIVAR S/N, EDIF: MALECON SIMON BOLIVAR , RPO-7||2384383||||196|51556
29348|HELADOS PINGUINO|FUENTE DE SODA|VEINTICINCO DE JULIO S/N, CENTRO COMERCIAL RIOCENTRO SUR LOCAL C-7||2384383||||124|51557
29349|HELADOS PINGUINO|FUENTE DE SODA|AV. NUEVE DE OCTUBRE S/N, MALECON DEL SALADO, LOCAL N # 8||2384383||||128|51558
29350|HELADOS PINGUINO|FUENTE DE SODA|KM. 11.5 VIA A DAULE. AV. PRINCIPAL S/N. PARQUE CALIFORNIA DOS||||||204|51559
29351|HELADOS PINGUINO|FUENTE DE SODA|15 DE AGOSTO S/N, BLOQUE #4, LOCAL #4||2838465||||122|51560
29352|HELADOS PINGUINO|FUENTE DE SODA|AV PRINCIPAL S/N EDIFICIO ENTRERIOS PISO # 1 KM 1.5 FRENTE A FERRISARIATO||||||119|51561
29353|HELADOS PINGUINO|FUENTE DE SODA|KM. 3,5 VÍA DURÁN-BOLICHE, C.C. PASEO SHOPPING DURÁN, OF. B, PATIO DE COMIDAS||||||120|51562
29354|HELADOS PINGUINO|FUENTE DE SODA|KM. 3,5 VÍA DURÁN-BOLICHE, C.C. EL PASEO SHOPPING DURÁN, OF. A, PATIO DE COMIDAS||||||174|51563
29355|HELADOS PINGÜINO|FUENTE DE SODA|C.C. PASEO SHOPPING, VIA A DAULE KM 9 CARRETERO VIA A DAULE||2209901||||137|51564
29356|HELADOS PINGÜINO|FUENTE DE SODA|C.C. DURAN OUTLET ISLA #35 CARRETERO DURAN-BOLICHE KM. 3.5||96103388||||127|51565
29357|HELADOS PINGUINO|FUENTE DE SODA|CC DURAN OUTLET, ISLA 16, CARRETERA DURAN BOLICHE, KM 3,5||96103388||||105|51566
29358|HELADOS PINGUINO|FUENTE DE SODA|TERMINAL BASTION POPULAR DE LA METROVIA ISLA KBP-4||2209905||||216|51567
29359|PINGUINO|FUENTE DE SODA|AV. FRANCISCO DE ORELLANA S/N Y AV. GUILLERMO PAREJA - C.C. RIOCENTRO NORTE, LOCAL #148, PISO #1||2838465||||197|51568
29360|YOSICOMO AQUI|RESTAURANTE|FRANCISCO DE P. ICAZA 429 Y GENERAL CORDOVA||2321890||||133|51569
29361|AGENSITUR S.A.|AGENCIA DE VIAJES INTERNACIONAL|KM 1,5 VÍA SAMBORONDÓN. EDIFICIO DEL PORTAL PISO 4 OF401 S/N S/N||46009892|991017222|asisconta2@ecoventura.com|www.agensitur.com|128|51570
29362|O.C. TOURS S.A.|AGENCIA DE VIAJES INTERNACIONAL|AV. CHIRIJOS 731 PASTAZA|JUNTO A LA COMISION DE TRANSITO|42971503|999528311|octours_milagro@hotmail.com|www.octours.com.ec|115|51571
29363|CINAMMON ROLL|FUENTE DE SODA|CC RIOCENTRO ENTRERIOS||2691151||||106|51572
29364|SOF TOUCH|TRANSPORTE MARITIMO Y FLUVIAL|AV.CARLOS L. PLAZA DANIN Y AV. FRANCISCO DE ORELLANA||2394082||||112|51573
29365|SWEET & COFFEE|CAFETERÍA|CHIMBORAZO ENTRE PINO ROCA Y AZUAY 23 C.C. CENTRO SUR, LOCAL 23|JUNTO A BURGER KING|46022900|997052588|mlaines@sweetandcoffee.com.ec|www.sweetandcoffee.com.ec|126|51574
29366|Sweet & Coffee|CAFETERÍA|Boyacá 1707 10 de Agosto|Centro|42560090|997052588|j.totoy@sweetandcoffee.com.ec|www.sweet&coffee.com|219|51575
29367|Sweet & Coffee|ESTABLECIMIENTO MÓVIL|Av. Carlos Julio Arosemena Local CJ007 Universidad Católica de Guayaquil|Plaza Guayarte|4622900|997052588|maribeltubay@yahoo.com|www.sweet&coffee.com|115|51576
29368|SWEET & COFFEE|CAFETERÍA|URB. VISTA SAN EDUARDO, AV. DEL BOMBERO, KM. 5.5 OFICINA 103 LOTE 1, MZ. 720, ED. 100|DIAGONAL A POLICIA JUDICIAL|46022900|987736840|m.laines@sweetandcoffee.com.ec|www.sweetandcoffee.com.ec|191|51577
29369|SWEET & COFFEE|CAFETERÍA||JUNTO A AUTOLASA|46022900|997052588|j.totoy@sweetandcoffee.com.ec|www.sweetandcoffee.com.ec|235|51578
29370|SWEET & COFFEE|CAFETERÍA|AV. FRANCISCO DE ORELLANA OFICINA 2 JUSTINO CORNEJO, ED. WOLRD TRADE CENTER, PB|JUNTO AL SRI|46022900|994779198|m.laines@sweetandcoffee.com.ec|www.sweetandcoffee.com.ec|163|51579
29371|SWEET & COFFEE|CAFETERÍA||P.B. FRENTE A PACO|46022900|997052588|mlaines@sweetandcoffee.com.ec|www.sweetandcoffee.com.ec|173|51580
29372|SWEET & COFFEE|ESTABLECIMIENTO MÓVIL|CALLE MALECÓN SIMÓN BOLÍVAR S/N LOCAL 5 SUR. Y COLON|EDIFICIO MERCADO DEL RIO|46022900|46022900|m.lainez@sweetandcoffee.com||233|51581
29373|SWEET & COFFEE No 6|CAFETERÍA|C.C. SAN LUIS SHOPPING - SAN RAFAEL||46022900||otoy@sweetandocoffe.com.ec||189|51582
29374|SWEET & COFFEE|CAFETERÍA|GASOLINERA GASOTER, AV. BENJAMIN ROSALES, MZ. 48. SOLAR 41||987736840||m.laines@sweetandcoffee.com.ec||164|51583
